Code postal;Numéro;Implantation;Date de mise en service
75007;75710;Boulevard Saint-Germain, rue de Solférino;27/04/12
75007;76202;Quai Branly trottoir Nord;20/07/12
75007;77782;Quai Branly voie Nord;19/10/12
75007;78263;Quai Anatole France, rue de la Légion d'Honneur;04/05/12
75007;78472;Port de Solférino, niveau 23, quai Anatole France — Seine;26/07/13
75007;78678;Avenue Gustave Eiffel, allée des Refuzniks;15/06/12
75007;79336;Rue de l'Université, boulevard Saint-Germain;27/07/12
75007;83731;Place du Palais Bourbon;30/03/12
75007;83784;Mail Branly, Passerelle Débilly;13/01/12
75007;84190;Rue de Sèvres, rue Vaneau;26/07/13
75007;85482;Avenue de Ségur, avenue de Suffren;06/04/12
75007;86183;Rue Saint-Dominique, rue Amélie;16/11/12
75007;86298;Pilier Sud de la Tour Eiffel;06/07/12
75007;86974;Port des Invalides, amont du pont Alexandre III — Seine;
75007;87406;Quai Voltaire, pont du Carrousel;25/05/12
75007;89776;Port du Gros Caillou;22/03/13
75007;90890;Pont des Invalides (amont) — Seine;20/07/12
75007;93957;Place Vauban;27/04/12
75007;96815;Rue Duquesne, avenue de Ségur;18/05/12
75007;97187;Pont Royal (amont) — Seine;12/10/12
75007;83731B;Place du Palais Bourbon;06/04/12
75007;86298B;Pilier Sud de la Tour Eiffel;15/06/12
75008;38142;Place de l'Etoile, avenue des Champs- Elysées;03/08/12
75008;39003;Rue de Ponthieu, rue Paul Baudry;24/08/12
75008;40093;Rue de Naples, rue du Général Foy;21/12/11
75008;41361;Place de Clichy, avenue de Clichy;25/10/13
75008;44259;Place Gabriel Péri;27/01/12
75008;45343;Place des Ternes, boulevard de Courcelles;01/06/12
75008;47380;Place Clémenceau;27/04/12
75008;48713;Boulevard Malesherbes, place de la Madeleine;27/04/12
75008;49225;Avenue Franklin D. Roosevelt, rue de la Boétie;29/06/12
75008;49454;Avenue des Champs Elysées, rue Lincoln;21/12/11
75008;49576;cours de la Reine, place de la Concorde;24/02/12
75008;50601;Rue de Stockolm, rue de Rome;20/04/12
75008;50968;Place Prosper Boubeaux, rue du Rocher;20/04/12
75008;52904;Bas de l'avenue des Champs-Elysées, coté droit de la chaussée;24/02/12
75008;55647;Place Charles de Gaulle, avenue Wagram;01/06/12
75008;56522;Place Prosper Goubaux, boulevard des Batignolles;27/01/12
75008;56883;Rue Marbeuf, avenue des Champs-Elysées;11/01/12
75008;57233;Place de l'Alma;24/02/12
75008;58978;Rue la Boétie, rue d'Artois;21/09/12
75008;59093;Rond-point des Champs-Elysées, avenue Montaigne;20/01/12
75008;61079;Rue Saint-Lazare, rue d'Amsterdam;22/06/12
75008;61734;Rue de Rome, cour de Rome;23/03/12
75008;61880;Rue du Colisée, avenue des Champs-Elysées;27/01/12
75008;62600;Place de l'Europe, rue de Madrid;04/05/12
75008;63118;Rue de Moscou, rue d'Amsterdam;24/02/12
75008;63259;Avenue des Champs-Elysées, rue Balzac;21/12/11
75008;64332;Rue du Havre, rue Saint-Lazare;03/08/12
75008;64811;Rue Pierre Charron, avenue des Champs-Elysées;11/05/12
75008;68828;Avenue de Friedland, rue du Faubourg Saint-Honoré;06/07/12
75008;69340;Place République Dominicaine, boulevard de Courcelles, rue Phalsbourg;01/06/12
75008;71625;Place Saint-Augustin;27/01/12
75008;72520;Rue d'Amsterdam, rue de Londres;22/06/12
75008;72824;Avenue des Champs-Elysées, place de la Concorde;15/06/12
75008;73532;Avenue George V, avenue des Champs-Elysées;03/02/12
75008;76964;Place de la Concorde, rue Royale;07/09/12
75008;77583;Place de la Madeleine, rue Royale;22/06/12
75008;77702;Rue de Courcelles, boulevard de Courcelles;21/06/13
75008;78928;Avenue Hoche, rue du Faubourg Saint-Honoré;06/07/12
75008;79152;Avenue des Champs-Elysées, place de l'Etoile;03/08/12
75008;79921;Arc de Triomphe, Wagram;03/08/12
75008;83843;Avenue Marceau, avenue Pierre Ier de Serbie;04/05/12
75008;85742;Place de la Madeleine, boulevard Madeleine;22/06/12
75008;86086;Boulevard Malesherbes, rue de Lisbonne;04/05/12
75008;87273;Rue de Courcelles, boulevard Haussmann;29/06/12
75008;89055;Rond-point des Champs-Elysées;01/06/12
75009;72367;18, rue Saint-Lazare;19/10/12
75009;74548;Boulevard de Clichy, boulevard de Rochechouart;04/05/12
75009;75499;Place Jacob Kaplan;24/02/12
75009;79444;Rue Saint-Lazare, rue Caumartin;22/02/13
75009;79823;11 bis, rue Scribe;08/06/12
75009;81014;Place Diaghilev;20/04/12
75009;81258;Rue de Châteaudun, rue Taitbout;31/05/13
75009;81422;Place Kossuth;14/09/12
75009;84503;Rue du Faubourg Montmartre, rue Montyon;03/02/12
75009;84555;Rue Fontaine, rue de Douai;15/06/12
75009;84772;Rue du Faubourg Poissonnière, rue Richer;03/02/12
75009;87208;Boulevard de Clichy, boulevard de Rochechouart;04/05/12
75009;87305;Rue de Châteaudun, rue Buffault;09/11/12
75009;88620;Place Pigalle Est — boulevard de Clichy, rue Houdon;31/08/12
75009;89791;Rue Clichy, rue de Moncey;29/06/12
75009;90714;Place de l'Opéra, rue Auber;13/04/12
75009;92563;Boulevard Poissonnière, rue du Sentier;21/12/11
75009;94663;Rue Lamartine, rue de Rochechouart;09/11/12
75009;95588;Boulevard Poissonnière, rue du Faubourg Montmartre;09/03/12
75009;95710;Boulevard Haussmann, rue Le Peletier;13/04/12
75010;10013;Rue Ambroise Paré, rue Saint-Vincent-de-Paul;Début 2019
75010;10036;Boulevard de la Chapelle, rue Guy Patin;Début 2019
75010;10064;Rue du Faubourg Saint-Denis, rue de Metz;14/10/16
75010;10067;Rue de Paradis, rue Martel;14/06/17
75010;10068;Rue du Faubourg Saint-Denis, boulevard Magenta — square A Satragne;04/01/17
75010;10069;Rue Georg Friedrich Haendel;03/03/17
75010;10070;5, rue Albert Camus;20/12/16
75010;10072;Rue Saint-Maur, rue du Buisson Saint-Louis;04/08/16
75010;10075;Rue Léon Schwartzenberg (Médiathèque);
75010;10079;Rue de l'Aqueduc, rue du Chaudron;07/04/17
75010;10080;Rue du Buisson-Saint-Louis, rue du Chalet;28/02/17
75010;10966;Rue du Faubourg Saint-Martin, rue La Fayette;12/10/12
75010;12116;Boulevard de Strasbourg, rue Saint-Laurent;20/04/12
75010;12742;Place de la Bataille de Stalingrad, rue du Faubourg Saint-Martin;16/05/14
75010;12884;Place Napoléon III;13/04/12
75010;15560;Place de la République, rue du Faubourg du Temple;21/06/13
75010;18930;Rue de Dunkerque, rue de Saint-Quentin;13/04/12
75010;22859;Rue de Chabrol;20/01/12
75010;24512;Boulevard de Strasbourg, boulevard de Magenta;
75010;25626;Quai de Jemmapes, rue Alibert;17/02/12
75010;25943;Place Johann Strauss, face à la rue deLancry;15/06/12
75010;26718;Rue Juliette Dodu, avenue Claude Vellefaux;10/02/12
75010;26787;Rue de Dunkerque, rue de Compiègne;13/04/12
75010;27797;Rue du Faubourg du Temple, avenue Parmentier;19/10/12
75010;28234;Boulevard de Magenta, rue La Fayette;08/11/13
75010;29730;Rue d'Alsace, rue du 8 Mai 1945;13/04/12
75011;13871;Boulevard Voltaire, rue Jean-Pierre Timbaud;01/03/13
75011;15301;Rue Merlin, rue Duranti;24/02/12
75011;16178;Rue Oberkampf, boulevard Voltaire;05/07/13
75011;20997;Place Auguste Métivier;25/05/12
75011;21067;Rue Oberkampf, boulevard de Belleville;27/07/12
75011;28421;Place de la Nation, Cours de Vincennes;20/04/12
75011;28998;Boulevard de Ménilmontant, avenue Philippe Auguste;24/02/12
75011;29510;Rue Léon Frot, rue de la Roquette;27/04/12
75011;30322;Rue Roquette, rue de Lappe;01/06/12
75011;30471;Colonne Bastille Nord;14/09/12
75011;30567;Avenue Parmentier, rue Oberkampf;25/05/12
75011;30637;Rue de Charonne, avenue Ledru-Rollin;01/06/12
75011;33278;Avenue Philippe Auguste, boulevard de Charonne;22/06/12
75011;35385;Rue Sedaine, boulevard Richard Lenoir;01/06/12
75011;37820;Rue Léon Frot, rue Mercœur;13/04/12
75011;43592;Boulevard Voltaire, rue du Chemin Vert;09/11/12
75011;44425;Avenue de la République, rue Saint-Maur;15/06/12
75011;46326;Place Léon Blum (Sud), boulevard Voltaire;09/03/12
75011;48009;Boulevard Voltaire, rue de Charonne;21/12/11
75011;52920;Boulevard Voltaire, rue de Montreuil;04/05/12
75011;53843;Boulevard Richard Lenoir, rue Saint-Sabin;27/07/12
75011;55843;Rue Mercœur, rue Auguste Laurent;08/06/12
75011;56760;Boulevard Belleville, rue Jean-Pierre Timbaud;20/07/12
75011;59464;Boulevard Voltaire, boulevard Richard Lenoir;01/03/13
75011;60866;Rue Robert Houdin, rue du Faubourg du Temple;19/10/12
75011;64906;Place de la Nation, boulevard Diderot;20/04/12
75011;68231;Boulevard Voltaire, rue Saint-Ambroise;08/06/12
75011;68375;Rue Alexandre Dumas, boulevard de Charonne;21/12/11
75011;69661;Place de la Nation, rue de Taillebourg;01/06/12
75011;79048;Boulevard Voltaire, rue Léon Frot;13/07/12
75011;81850;Rue Saint-Maur, avenue de la République;15/06/12
75011;84274;Rue Popincourt, rue de la Roquette;23/03/12
75011;84362;Rue Faidherbe, rue du Faubourg Saint-Antoine;09/03/12
75011;85426;Rue Jean-Pierre Timbaud, rue Moret, rue de Vaucouleurs;16/11/12
75011;86133;Place de la République, avenue de laRépublique;01/03/13
75011;87044;Place de la Nation, rue du Faubourg Saint-Antoine;20/04/12
75011;88238;Avenue Parmentier, rue Saint-Ambroise;07/06/13
75011;88838;Place de la Bastille, rue de la Roquette;01/06/12
75011;90486;Rue du Faubourg du Temple, rue de Malte;08/06/12
75011;94261;Rue de Charonne, boulevard de Charonne;23/03/12
75011;94639;Rue de l'Orillon, boulevard de Belleville;20/01/12
75011;96081;Place de la République, boulevard Voltaire;01/03/13
75012;10100;Cours de Vincennes, avenue du Trône;08/06/12
75012;10557;Boulevard de la Bastille, rue Jules César;29/06/12
75012;12003;Rue Villiot, rue de Bercy;31/05/18
75012;12029;Place Maurice de Fontenay;31/08/18
75012;12034;Passerelle Simone de Beauvoir (aval rive droite) — Seine;
75012;12067;Place Léonard Bernstein, entrée Parc de Bercy;29/03/17
75012;12069;Rue de Charenton, boulevard de Reuilly;30/11/16
75012;12082;Parc de Bercy, skate Parc;09/01/17
75012;12083;Rue Hénard, allée Vivaldi;27/09/16
75012;83531;Boulevard Poniatowski, rue de Charenton;16/11/12
75012;84480;Boulevard Diderot, rue Pierre Bourdan;21/12/11
75012;84570;Rue Erard, rue de Reuilly;21/12/11
75012;87643;19, rue du Colonel Rozanoff;28/11/14
75012;90101;Place Félix Eboué angle avenue Daumesnil, boulevard de Reuilly;03/08/12
75012;90513;Rue de Rambouillet, rue de Châlon;11/05/12
75012;91445;Esplanade Saint-Louis;15/05/15
75012;91873;Pont de Tolbiac (aval) — Seine;06/07/12
75012;93044;Boulevard Soult, avenue de la Porte de Vincennes;23/11/12
75012;94387;Avenue Ledru Rollin, rue du Faubourg Saint-Antoine;16/03/12
75012;94447;Boulevard de Reuilly, rue Taine;13/07/12
75012;97975;Boulevard Soult, avenue de Saint-Mandé;16/11/12
75012;97975A;Boulevard Soult, avenue Courteline;16/11/12
75013;10105;8, boulevard de l'Hôpital;21/12/11
75013;11144;Avenue d'Italie, rue du Tage;07/09/12
75013;12569;Rue des Frères d'Astier de la Vigerie, rue Simone Weil;01/06/12
75013;13054;Boulevard Massena, rue Darmesteter;24/02/17
75013;13074;55, boulevard Vincent Auriol;06/03/17
75013;13075;Rue du Château des Rentiers, rue Ricaut;01/08/16
75013;13076;Rue Patay, rue de Tolbiac;22/09/16
75013;13077;Boulevard Masséna, avenue de la Porte de Vitry;14/11/16
75013;13080;Dalle Olympiades — Cour de Rome, Galerie Stadium;01/09/16
75013;13081;Rue Bourgon, rue du Moulin de la Pointe;30/11/16
75013;13084;Rue de Tolbiac, rue Bobillot;10/03/17
75013;13085;Rue Bobillot, place Paul Verlaine, rue Vandrezanne;13/03/17
75013;13086;Rue de la Glacière, boulevard Arago;24/02/17
75013;13087;Rue Jean-Baptiste Berlier, allée Paris-Ivry;
75013;13088;ZAC RG — Halle Freyssinet « douve » arrière créée;23/05/17
75013;13089;RG — Bédier Ilot Franc-Nohain;
75013;13090;ZAC RG — Oudiné-Chevaleret;
75013;13091;ZAC Paul Bourget — arrière de la rue Bourget;
75013;13099;239, rue de Tolbiac;29/12/15
75013;13101;Passerelle Simone de Beauvoir (amont rive gauche) — Seine;
75013;13102;Pont RATP — Seine;
75013;13103;Rue Louise Bourgeois, rue Julie Daubie;
75013;13104;Place Farhat Hached;
75013;13105;Place Aurélie Nemours;
75013;13106;Place Jean-Michel Basquiat — Avenue de France, rue Emile Durkheim;
75013;13107;Place Jean-Michel Basquiat — Promenade plantée;
75013;13108;Rue Chevaleret, rue Alphonse Boudard, rue Charcot;
75013;13109;Avenue Pierre Mendès France, rue Paul Klee;
75013;13110;Rue Ada Lovelace;
75013;13231;Olympiades — Londres, Anvers;18/01/13
75013;13412;Pont Charles de Gaulle, quai d'Austerlitz;18/01/13
75013;13532;Olympiades — Mexico;18/01/13
75013;13700;Olympiades — Squaw Valley;18/01/13
75013;13772;Place Jeanne d'Arc, place Souham;14/09/12
75013;13967;Rue du Colonel Dominé (Côté porte d'Italie);11/01/13
75013;14707;Avenue d'Italie, boulevard Kellermann, boulevard Massena;07/09/12
75013;71821;Rue Regnault, rue du Château des Rentiers;13/01/12
75013;73087;Pont d'Austerlitz aval — Seine;27/07/12
75013;75329;Boulevard Vincent Auriol, quai d'Austerlitz;19/10/12
75013;75778;Place d'Italie, boulevard Hôpital;21/12/11
75013;78185;Boulevard de l'Hôpital, rue Jeanne d'Arc;13/07/12
75013;78193;Place de Port au Prince, avenue de la Porte de Choisy;01/06/12
75013;79232;Boulevard Masséna, rue Jean-Baptiste Berlier;09/11/12
75013;79596;Pont d'Austerlitz amont — Seine;27/07/12
75013;80562;Pont National aval — Seine;28/12/12
75013;81328;Place de Rungis — rue Barrault, rue Boussingault;09/03/12
75013;82014;Boulevard de Port Royal, rue Glacière;07/09/12
75013;82224;Rue de la Colonie, rue de la Fontaine à Mulard;21/12/11
75013;83092;Rue des Grands Moulins, rue Marie Andrée Lagroua Weil Hallé;07/09/12
75013;84568;Boulevard Vincent Auriol, rue Nationale;19/10/12
75013;84574;Pont de Bercy (amont) — Seine;19/10/12
75013;85095;Pont de Bercy (aval) — Seine;09/11/12
75013;87040;91, boulevard Masséna;20/01/12
75013;89076;Avenue de France, rue de Tolbiac;20/12/13
75013;91336;Avenue Pierre de Coubertin, boulevard Kellermann;01/06/12
75013;97058;Rue de Tolbiac, rue Nationale;19/10/12
75014;10155;Avenue Ernest Reyer, rue Edmond Rousse;28/12/12
75014;11453;Rue des Plantes, rue Antoine Chantin;28/09/12
75014;13312;Boulevard Saint-Jacques, rue Ferrus;21/12/11
75014;13583;Boulevard Raspail, rue Huyghens;27/01/12
75014;13654;Avenue Jean Moulin, rue Auguste Cain;05/10/12
75014;14001;Avenue du Maine, rue de la Gaîté;
75014;14048;Rue Guilleminot, rue Crocé Spinelli;03/11/17
75014;14063;Rue de la Sablière, rue Hippolyte Maindron;07/04/17
75014;14064;Avenue du Général Leclerc, rue Mouton Duvernet;03/07/18
75014;14066;Rue d'Alésia, rue René Coty;09/11/18
75014;14067;Avenue Reille, rue René Coty;01/12/16
75014;14068;Avenue Reille, rue Gazan et rue Lemaignan;08/09/16
75014;14070;Promenade plantée Broussais — le long de la promenade;
75014;14071;Promenade plantée Broussais — zone bâtiment E.H.P.A.D.;
75014;14074;Rue Pernety, rue de l'Ouest;09/09/16
75014;14251;Rue du Cange, rue de Gergovie;17/02/12
75014;14602;Rue Raymond Losserand, rue Pierre Larousse;17/02/12
75014;15349;Place de la Porte de Vanves;14/12/12
75014;15950;Rue du Moulin de la Vierge, rue Decrès;17/02/12
75014;16056;Place Denfert-Rochereau, rue de Grancey;21/12/11
75014;17143;16, rue du Faubourg Saint-Jacques;27/04/12
75014;18452;Rue de l'Eure, rue Didot;24/02/12
75014;18838;Place Denfert-Rochereau, boulevard Saint-Jacques;27/01/12
75014;20037;Place Denfert Rochereau, avenue du Général Leclerc;20/01/12
75014;32303;Rue Saillard, place Ferdinand Brunot;25/05/12
75014;32695;Rue de la Légion Etrangère, boulevard Romain Rolland;19/10/12
75014;32762;Place Victor et Hélène Basch;25/05/12
75014;33506;Rue d'Alésia, rue de la Tombe Issoire;30/03/12
75015;13273;Rue Bargue, rue Platon;21/12/11
75015;15043;Boulevard Victor, avenue de la Porte de Sèvres;20/09/17
75015;15067;Rue du Colonel Pierre Avia, contre-allée des Frères Voisin;08/02/18
75015;15085;Beaugrenelle/Rampe d'accès rue Docteur Finlay;03/10/16
75015;15089;Beaugrenelle/Passerelle Est, colonne CPCU;29/06/17
75015;15090;Beaugrenelle/Passerelle Ouest, Mercure II;07/12/16
75015;15092;Beaugrenelle/Reflets;30/11/16
75015;15093;Beaugrenelle/Synagogue, Rive Gauche;30/11/16
75015;15094;Beaugrenelle/Verseau, Perspective 1;02/12/16
75015;15095;Rue Linois, rue Emeriau;02/03/17
75015;15096;Beaugrenelle/Passerelle Robert Keller;22/02/18
75015;15110;Rue du Professeur Florian Delbarre;16/02/17
75015;15113;Rue Brancion, rue de Vouillé;07/11/16
75015;15114;Rue de Vouillé, rue de Castagnary;30/09/16
75015;15116;Rue de Vaugirard, place Adolphe Chérioux;22/03/17
75015;15119;ZAC Boucicaut — allée Irène Némirovsky;08/07/16
75015;15120;Rue Emeriau, rue du Théatre;29/06/17
75015;15229;Place des Insurgés de Varsovie;04/05/12
75015;17112;Rue des Quatre frères Peignot, avenue Emile Zola;13/04/12
75015;17168;Rue Saint-Charles, rue Varet;25/05/12
75015;17892;Place Henri Queuille — boulevard Garibaldi, rue Lecourbe;17/02/12
75015;24120;Boulevard Victor, rue Lecourbe;
75015;25702;Rue Léon Lhermitte, rue du docteur Jacquemaire Clémenceau;20/04/12
75015;26831;Rue Nélaton;20/01/12
75015;31474;Rue de Dantzig, rue Périchaux;24/02/12
75015;31629;Quai de Grenelle, pont de Grenelle;19/10/12
75015;37524;Quai de Grenelle, pont de Bir Hakeim;12/10/12
75015;37792;Rue des Entrepreneurs, rue du Commerce;02/07/14
75015;38101;Place Balard;15/06/12
75015;39029;Boulevard Lefebvre, rue Jean Sicard;02/03/12
75015;41677;Boulevard du Montparnasse, rue de l'Arrivée;06/09/13
75015;43285;Place Raoul Dautry;15/06/12
75015;43832;Boulevard de Montparnasse, avenue du Maine;24/02/12
75015;43956;Place Marcel Cerdan, boulevard de Grenelle, rue Humblot;17/02/12
75015;45963;Place Raoul Dautry, boulevard de Vaugirard, rue de l'Arrivée;20/04/12
75015;47433;Pont du Garigliano;25/05/12
75015;48258;Boulevard Lefebvre, avenue Porte de la Plaine;24/02/12
75015;48877;Rue George Bernard Shaw, rue Leroi Gourhan;27/01/12
75015;49453;Avenue du Maine, rue du Départ;20/04/12
75015;50863;21, boulevard de Vaugirard;28/06/13
75015;52282;Rue Lecourbe, villa Thoréton;30/03/12
75015;53526;Rue de la Croix Nivert, rue Desnouettes;22/06/12
75015;53603;Esplanade Max Guedj, rue Balard;03/08/12
75015;59975;Rue Balard, rue Saint-Charles;25/05/12
75015;60499;Place Henri Queille, boulevard Garibaldi, avenue de Breteuil;17/02/12
75015;61930;Rue Leblanc, rue du Professeur Delbarre;07/09/12
75015;65530;Rue Falguière, rue Bargue;21/12/11
75015;68007;11, rue Chasseloup Laubat;21/12/11
75016;16108;Zone accès stade Géo André;16/10/15
75016;16109;Avenue Kléber, rue Boissière;23/03/17
75016;16110;Passerelle Debilly — Seine;Début 2019
75016;16113;Pont du Garigliano (amont) — Seine;Début 2019
75016;16114;Pont du Garigliano (aval) — Seine;Début 2019
75016;16124;Avenue de la Muette, avenue Ingres, avenue Prudhon;06/10/16
75016;16133;Quai Saint-Exupéry, avenue Le Jour SeLève (Boulogne);Début 2019
75016;16134;Avenue Ferdinand Buisson, avenue Georges Lafont, avenue Félix d'Herelle;17/03/17
75016;16135;Avenue Edouard Vaillant, avenue Ferdinand Buisson;16/09/16
75016;16136;Avenue Edouard Vaillant, avenue Porte de Saint-Cloud;08/10/18
75016;16137;Rue du Sergent Maginot, rue de l'Arioste;02/09/16
75016;16139;Porte de Boulogne, boulevard d'Auteuil (Bois de Boulogne);26/12/17
75016;16145;Boulevard Murat, rue Daumier;23/09/16
75016;16146;Boulevard Murat, quai Saint-Exupéry;04/11/16
75016;16147;Place Dr Hayem (Boulainvilliers/La Fontaine);05/10/16
75016;16148;Rue Pergolèse, rue Marbeau;Début 2019
75016;16152;Passerelle de l'Avre — Paris — Seine;#N/A
75016;16158;Avenue Marcel Doret, rue Dode de la Brunerie;#N/A
75016;16385;Rue Chardon Lagache, rue Molitor;27/07/12
75016;16997;PSG — Parc des Princes;13/09/13
75016;17596;Pont Bir Hakeim, avenue du Président Kennedy;14/09/12
75016;17849;Boulevard Suchet, rue Raffet, square TolstoÏ;30/03/12
75016;18695;Rue Saint-Didier, rue Mesnil;25/05/12
75016;19196;Boulevard Murat, place de la Porte Molitor;27/01/12
75016;19892;Place d'Iéna, avenue d'Iéna;18/05/12
75016;20072;Avenue Victor Hugo, rue de Presbourg;22/06/12
75016;22575;Rue de la Pompe, avenue Henri Martin;24/08/12
75016;26088;Place du Maréchal de Lattre de Tassigny;07/09/12
75016;27200;Avenue de Versailles, boulevard Exelmans;15/06/12
75016;27296;Avenue de Versailles, boulevard Exelmans;15/06/12
75016;27756;Place de la Porte de Saint-Cloud, avenue Georges Lafont;28/09/12
75016;27960;Porte de Saint-Cloud;28/09/12
75016;29603;Allée de Longchamp, route Porte Dauphine à Porte des Sablons;16/11/12
75016;32329;Place Clément Ader;08/02/13
75016;32468;Place du Trocadéro, côté esplanade;20/01/12
75016;33823;Avenue Victor Hugo, place Victor Hugo;21/12/11
75016;34347;Rue de La Fontaine, rue Guérin;21/12/11
75016;34560;Avenue Marceau, rue Galilée;27/07/12
75016;35575;Avenue de la Grande Armée, rue de Tilsitt;07/09/12
75016;35620;Place du Trocadéro, avenue du Président Wilson;04/05/12
75016;36609;Rue d'Ankara, avenue du Président Kennedy;12/10/12
75016;37319;Boulevard Suchet, avenue Ingres;21/12/11
75016;38363;Place du Général Stéfanik;28/09/12
75016;39331;Avenue du Général Sarrail, boulevard d'Auteuil;27/01/12
75016;39407;Place de la Porte d'Auteuil;21/12/11
75016;39913;Avenue Foch, place de l'Etoile, rue de Presbourg;22/06/12
75016;43643;Avenue de Versailles, rue Wilhem;27/07/12
75017;12630;89, boulevard Gouvion Saint-Cyr;11/05/12
75017;12711;Espace Champerret, rue Jean Ostreicher;28/12/12
75017;12852;Avenue de Clichy, rue Guy Moquet;03/02/12
75017;16458;Avenue de la Porte d'Asnières, boulevard Berthier;09/03/12
75017;17036;Rue Galvani, avenue Gouvion Saint-Cyr;02/08/17
75017;17064;Avenue de Saint-Ouen, rue Navier;09/11/18
75017;17065;Rue Pierre Rebière, voie accès boulevard Bessières;18/11/16
75017;17073;Rue Brunetière, rue de l'Abbé Rousselot;18/11/16
75017;17077;Rue Marie-Georges Picquart — Coté collège et crèche;24/02/17
75017;17080;Batignolles — Parvis Palais de Justice;Début 2019
75017;17081;Batignolles — rue André Suarez, rue du Bastion;Début 2019
75017;17084;Batignolles — boulevard Berthier, rue Mstislav Rostropovitch;#N/A
75017;17086;Batignolles — rue Mstislav Rostropovitch Sud;#N/A
75017;17087;Batignolles — rue Gilbert Cesbron Nord;04/07/17
75017;17088;Batignolles — rue Gilbert Cesbron Sud;26/06/17
75017;17089;Batignolles — rue Bernard Buffet, rue René Blum;#N/A
75017;17092;ZAC Pouchet — allée des Cerisiers;#N/A
75017;17093;ZAC Pouchet — place Pouchet;#N/A
75017;17094;Rue des Batignolles, rue des Dames;08/12/16
75017;17095;Rue de Prony, avenue de Wagram;18/11/16
75017;17096;Rue Galvani, rue Laugier;07/12/16
75017;17097;Avenue de Wagram, rue Rennequin;01/12/16
75017;18085;21 bis, rue Jean Leclaire;25/05/12
75017;18308;Rue Curnonsky, rue Raymond Pitet;15/06/12
75017;18536;Avenue de la Porte d'Asnières, boulevard de Reims;18/05/12
75017;18656;Place Paul Tortelier, rue Marguerite Long, rue Stéphane Grappelli;17/02/12
75017;19182;Avenue de Saint-Ouen, avenue de Clichy;20/01/12
75017;24558;Porte de Champerret, rue Jean Ostreicher;#N/A
75017;26158;Boulevard de Courcelles, boulevard Malesherbes;28/06/13
75017;28293;Place du Maréchal Juin;03/02/12
75017;32355;Rue Boulay, rue de la Jonquière;21/12/11
75017;34901;80, boulevard Bessières;11/05/12
75017;41692;Rue de Courcelles, avenue Stéphane Mallarmé;07/06/13
75017;43139;Rue Davy, rue Legendre;17/02/12
75017;44258;Rue Descombes, boulevard Gouvion Saint-Cyr;04/05/12
75017;47356;Porte Maillot, côté Neuilly;07/09/12
75017;47973;Avenue de la Porte des Ternes, rue Gustave Charpentier;15/06/12
75017;48088;Place du Général Catroux;13/04/12
75017;49795;Porte Maillot;30/03/12
75017;52599;Avenue Carnot, rue de Tilsitt;31/08/12
75017;55563;Avenue de Clichy, passage Petit Cerf;13/01/12
75017;55606;Porte de Clichy;20/04/12
75017;56039;Place de Wagram, boulevard Malesherbes;17/02/12
75017;57632;Rue Maria Deraismes, rue Félix Pecaut;21/12/11
75017;58185;Place Paul Léautaud, boulevard Berthier;15/06/12
75017;58709;Rue de Saussure, boulevard Pereire;13/01/12
75017;64090;Rue de Lévis, rue des Dames;21/12/11
75017;65315;155, rue de Saussure;03/02/12
75017;66498;Avenue de Villiers, rue Legendre;18/05/12
75017;66817;Boulevard Berthier, rue Albert Roussel;28/03/14
75017;69662;Rue de la Jonquière, Villa Sainte-Croix;27/01/12
75018;19071;Boulevard Barbès, boulevard de Rochechouart;07/09/12
75018;20728;Rue Lamarck, rue du Chevalier de la Barre;31/08/12
75018;20785;Square Louise Michel;08/06/12
75018;22078;Rue Ordener, rue du Poteau;11/05/12
75018;22107;34, rue du Chevalier de la Barre;13/07/12
75018;22378;Boulevard Barbès, boulevard Rochechouart;10/08/12
75018;24022;Place Blanche, rue Blanche;09/03/12
75018;24819;Rue Stephenson, rue Jean-François Lépine;03/08/12
75018;25902;Rue René Binet, rue Fernand Labori;27/04/12
75018;26955;Place du Parvis du Sacré Cœur;22/06/12
75018;28369;19, rue des Abbesses;29/06/12
75018;28849;Rue Stephenson, rue de Laghouat;25/01/13
75018;29420;Jardin René Binet, rue Frédéric Schneider;27/04/12
75018;34810;Place du Tertre;16/11/12
75018;35021;Rue Ordener, rue des Poissonniers;25/05/12
75018;35296;Rue Stéphenson, rue Doudeauville;23/11/12
75018;40936;Rue Léon, rue Cavé;25/05/12
75018;41624;Rue du Département, rue Caillie;29/03/13
75018;42595;Rue de Steinkerque, boulevard de Rochechouart;13/01/12
75018;43793;Rue Caulaincourt, rue Joseph de Maistre;29/06/12
75018;44255;Rue Yvonne le Tac, rue Chappe, rue Tardieu;31/08/12
75018;44831;Rue du Cardinal Dubois;22/06/12
75018;46275;Rue Marx Dormoy, rue du Département;20/07/12
75018;46817;Rue des Poissonniers, rue Marcadet;15/06/12
75018;47167;Boulevard Ney, rue Charles Hermite;14/12/12
75018;48778;Rue Léon, rue Doudeauville;09/11/12
75018;48934;Rue des Poissonniers, rue Doudeauville;09/11/12
75018;49070;impasse des Fillettes, rue Charles Hermite, rue Emile Bertin;14/12/12
75018;49804;Rue Marcadet, rue Damrémont;27/04/12
75018;51595;Boulevard de Clichy, rue Caulaincourt;29/06/12
75018;52236;Rue Poulet, rue Dejean;#N/A
75018;52675;Rue Polonceau, rue des Gardes;25/05/12
