Code postal;Numéro;Implantation;Date de mise en service
75013;59136;Rue de Tolbiac, avenue de Choisy;01/06/12
75013;60972;Face au 122, rue du Château des Rentiers;24/08/12
75013;61371;Place d'Italie, côté avenue des Gobelins;20/01/12
75013;62347;Pont de Tolbiac, quai François Mauriac;30/07/13
75013;62732;Boulevard de l'Hôpital, rue Pinel;13/07/12
75013;62734;Porte d'Italie/périphérique;19/10/12
75013;63074;Rue des Longues Raies, boulevard Kellermann;19/10/12
75013;63591;Boulevard Masséna, avenue de la Porte d'Ivry;14/09/12
75013;64071;Boulevard de l'Hôpital, quai d'Austerlitz, gare d'Austerlitz;31/08/12
75013;64594;Avenue de Choisy, rue Baudricourt;01/06/12
75013;66003;Place d'Italie, rue Bobillot, boulevard Auguste Blanqui;21/12/11
75013;67014;Rue Jeanne d'Arc, boulevard Saint-Marcel;25/05/12
75013;67390;Vis-à-vis du 90, rue de Tolbiac;01/06/12
75013;67935;Avenue Joseph Bédier, rue Maryse Bastié;19/10/12
75013;68021;Boulevard Auguste Blanqui, rue Corvisart;21/12/11
75013;68334;Boulevard Auguste Blanqui, rue de la Glacière;21/12/11
75013;70071;Pont National amont — Seine;21/12/12
75014;34956;Boulevard du Montparnasse, rue du Départ;08/06/12
75014;35666;Place de Catalogne;27/07/12
75014;38285;Rue Adolphe Pinard, avenue de la Porte de Vanves;21/12/12
75014;39250;Boulevard Auguste Blanqui, rue de la Santé;20/01/12
75014;41203;Avenue de la Porte d'Orléans, boulevard Romain Rolland;19/10/12
75014;41472;Avenue Pierre de Coubertin, avenue Paul Vaillant-Couturier;22/06/12
75014;42789;Rue Jean Dolent, rue Messier;20/01/12
75014;43339;Boulevard Arago, rue du Faubourg Saint-Jacques;20/01/12
75014;44351;Boulevard Jourdan — RER;17/05/13
75014;48506;Place Fernand Mourlot — rue de la Gaîté, boulevard Edgard Quinet;19/06/15
75014;51743;Avenue de la Porte d'Orléans, place du 25 août 1944;04/05/12
75014;52404;Avenue du Maine, avenue du Commandant René Mouchotte;17/02/12
75014;54322;Place Perroy, avenue du Maine;08/06/12
75014;54552;Rue Vercingétorix, rue d'Alésia;06/07/12
75014;56510;Avenue Maurice d'Ocagne, avenue Georges Lafenestre;17/02/12
75014;60857;Rue Boulard, rue Daguerre;21/12/11
75014;61992;Avenue Adolphe Pinard, avenue de la Porte de Châtillon;07/09/12
75014;69585;72, avenue Denfert-Rochereau;21/12/11
75014;70540;Rue d'Alésia, villa d'Alésia;02/11/12
75014;70611;Place Jacques Demy — Mouton Duvernet, Saillard;25/05/12
75014;71184;Boulevard de Port Royal, avenue de l'Observatoire;21/12/11
75014;73025;Rue d'Alésia, rue de la Santé;01/06/12
75014;73923;Avenue Jean Moulin, boulevard Brune;22/06/12
75014;75264;10, boulevard Brune;17/02/12
75014;77797;Avenue Marc Sangnier, rue Wilfrid Laurier;26/10/12
75014;77867;Boulevard du Montparnasse, avenue de l'Observatoire;21/12/11
75014;79474;Place de Moro Giafféri;21/12/11
75014;81104;Boulevard Brune, avenue de la Porte de Vanves;17/02/12
75014;81787;Rue Messier, boulevard Arago;27/01/12
75014;81962;Jonction boulevard Brune, boulevard Jourdan;19/12/14
75014;82788;Rue de la Santé;28/09/12
75014;83193;Jonction boulevard Brune, boulevard Jourdan;19/12/14
75014;83358;Rue d'Alésia, rue Didot;28/09/12
75014;84620;Avenue du Maine, rue Froidevaux;14/09/12
75014;86283;Boulevard Edgard Quinet, boulevard Raspail;13/04/12
75014;89511;Rue Raymond Losserand, rue d'Alésia;23/03/12
75014;92903;Rue Vercingétorix, rue Pernety;17/02/12
75014;94232;Rue Raymond Losserand, rue Pernety;09/03/12
75014;97328;Boulevard Jourdan, rue Emile Deutsch de la Meurthe;21/09/12
75015;10476;Boulevard de Grenelle, rue du Commerce;21/12/11
75015;10771;Rue de Javel, rue Gutemberg;23/03/12
75015;11675;Rue Desaix, place Alfred Sauvy;13/01/12
75015;11877;Esplanade de la Mairie;24/08/12
75015;12079;Avenue Albert Bartholomé, rue André Theuriet;09/03/12
75015;12972;Rue Jean Fourastie (face DOJO);16/11/12
75015;68651;Avenue de Suffren, avenue de la Motte-Piquet;11/05/12
75015;69625;Place des Martyrs Juifs du Vélodrome d'Hiver;12/10/12
75015;70417;Rue Platon, rue Falguière;21/12/11
75015;70737;Place Charles Michels;23/03/12
75015;71637;Rond-point du pont Mirabeau, quai André Citroën;30/03/12
75015;71964;Pont de Grenelle côté rive gauche Amont — Seine;12/10/12
75015;72190;Rue Léon Lhermitte, rue Gustave Larroumet;13/04/12
75015;72738;Place Léon Paul Fargue — boulevard des Invalides, rue de Sèvres;25/05/12
75015;77600;Porte de Versailles, esplanade du 9 novembre 1989, avenue E. Renan;16/03/12
75015;79759;Rue d'Alleray, rue de la Procession;12/10/12
75015;80153;Rue de la Convention, rue de Vaugirard;31/08/12
75015;81297;Rue Lecourbe, rue Cambronne;28/06/13
75015;85735;Boulevard de Grenelle, boulevard Garibaldi;21/12/11
75015;86075;Rue Desnouettes, boulevard Victor;16/03/12
75015;87231;Rue de la Convention, rue de la Croix Nivert;16/11/12
75015;89051;Avenue de la Porte de Brançion, boulevard Lefebvre;08/06/12
75015;90461;Avenue Emile Zola, rue des Entrepreneurs;23/03/12
75015;91143;Quai d'Issy les Moulineaux;25/05/12
75015;93133;Rue de la Convention, rue Saint-Charles;18/05/12
75015;94561;Place Cambronne — Avenue Roger Cahen, rue Alexandre Cabanel;21/12/11
75015;95742;Boulevard Pasteur, passage Alexandre;20/01/12
75015;96500;Boulevard Pasteur, rue de l'Armorique;20/01/12
75015;96540;Porte de Versailles Nord;16/03/12
75015;98837;Rue du Cotentin, boulevard Pasteur;21/12/11
75015;99315;Rue du Commerce, avenue Emile Zola, Frémicourt;18/07/14
75015;45963B;Place Raoul Dautry, boulevard de Vaugirard, rue de l'Arrivée;20/04/12
75016;10194;Quai de New-York, devant le Palais de Tokyo;04/05/12
75016;11253;Route des Lacs à Passy (Porte de Passy);28/12/12
75016;11751;Place de Colombie, boulevard Suchet, boulevard Lannes, Porte de la Muette;09/11/12
75016;12294;Boulevard de l'Amiral Bruix, rue du Général Ancelin;09/03/12
75016;13418;Avenue Kléber, avenue des Portugais;22/06/12
75016;14140;Place du Maréchal de Lattre de Tassigny;14/09/12
75016;14429;Quai Saint-Exupéry, rue du Général Niox;15/06/12
75016;14530;Boulevard Flandrin, avenue Henri Martin;17/02/12
75016;15181;Boulevard Murat, rue Lecomte du Nouy, rue de Varize;10/02/12
75016;16005;Avenue du Général Mangin, avenue de Lamballe;27/02/17
75016;16006;Avenue de Lamballe, rue Raynouard;27/02/17
75016;16007;PSG — Parc des Princes;13/09/13
75016;16013;Rue Cortambert, rue Nicolo;03/07/17
75016;16021;Place des Etats-Unis — Avenue d'Iéna, rue Bassano;15/03/17
75016;16058;Rue de Montevidéo, rue de Longchamp;09/02/17
75016;16071;Avenue Chantemesse, avenue du Maréchal Fayolle;10/08/16
75016;16092;Rue Benjamin Franklin, rue Le Tasse;13/02/18
75016;16106;Zone accès stade Géo André;16/10/15
75016;16107;Trocadéro — Avenue Paul Doumer, rue Benjamin Franklin;16/02/17
75016;44621;Allée de Longchamp, allée de la Reine Marguerite;02/08/13
75016;50320;Porte de d'Auteuil, sortie Périph Est;18/05/12
75016;51930;Avenue Georges Mandel, rue Decamps;10/08/12
75016;51992;Centre Géo André;13/04/12
75016;52670;Rue d'Auteuil, rue Michel-Ange;27/01/12
75016;53578;Boulevard d'Auteuil, avenue Gordon Bennett;13/04/12
75016;54069;Place Jean Monnet — rue des Belles Feuilles, rue de la Pompe;09/01/12
75016;55054;Rue du Ranelagh, avenue du Président Kennedy;04/05/12
75016;58577;Rue Michel Ange, boulevard Exelmans;15/06/12
75016;61948;Place de Mexico, avenue d'Eylau;09/03/12
75016;64215;Avenue Foch, avenue de Malakoff;14/09/12
75016;64856;Place du Trocadéro, avenue Georges Mandel, avenue d'Eylau;21/12/11
75016;65084;Place de la Porte d'Auteuil;20/01/12
75016;65961;Avenue du Parc des Princes, rue Claude Farrère;13/04/12
75016;71195;Avenue des Nations Unies, avenue Albert de Mun;08/06/12
75016;72093;Pont Bir Hakeim côté rive droite aval — Seine;30/11/12
75016;72224;Place de la Porte Maillot, boulevard Thierry de Martel;23/03/12
75016;73432;Rue du Commandant Guilbaud, avenue de la Porte de Saint-Cloud;28/09/12
75016;74412;Place du Trocadéro, avenue Kléber, avenue Poincaré;21/12/11
75016;74609;Rue de Passy, Chaussée de la Muette;08/06/12
75016;79782;Place du Maréchal de Lattre de Tassigny, route de Suresnes;28/09/12
75016;82043;Place de l'Europe, rue du Commandant Guilbaud;13/04/12
75016;82540;Avenue Georges Lafont, rue Edouard Vaillant;28/09/12
75016;82982;Porte de Saint-Cloud, place du Docteur Michaud;12/10/12
75016;84766;Allée de Longchamp, route des Moulins;02/08/13
75016;85275;Pont Mirabeau aval — Seine;10/03/14
75016;85400;Jardins du Trocadéro;15/06/12
75016;85982;Pont d'Iéna amont — Seine;11/04/14
75016;87034;Allée de Longchamp, route de Sèvres à Neuilly;02/08/13
75016;87335;Route de l'hippodrome Carrefour des Cascades;01/10/13
75016;89165;Place de la Porte de Saint-Cloud, avenue de Versailles;19/10/12
75016;91353;Place de Varsovie;15/06/12
75016;93829;Avenue Raphaël, boulevard Suchet;09/11/12
75016;95271;Pont de l'Alma côté rive droite aval — Seine;03/08/12
75016;95629;Place du Costa Rica, rue de Passy, rue Benjamin Franklin;03/02/12
75016;96105;Rue du Ranelagh, rue Raynouard;03/02/12
75016;97645;Rue Nungesser et Coli, avenue de la Porte Molitor;17/01/14
75016;97703;Avenue des Nations Unies, rue Le Nôtre;17/02/12
75016;98777;Jardins du Trocadéro;15/06/12
75016;99036;Avenue du Président Wilson, rue Pierre 1er de Serbie;25/05/12
75016;82043B;Place de l'Europe, rue du Commandant Guilbaud;20/04/12
75017;10510;Rue Cardinet, rue Lemercier;08/06/12
75017;11943;Avenue des Ternes, avenue Niel;21/06/13
75017;70446;Avenue de Clichy, rue Brochant;27/04/12
75017;70605;Passage Saint-Ange, rue Jean Leclaire;17/02/12
75017;73554;Porte Maillot, avenue de la Grande Armée;20/04/12
75017;75411;Place de la Porte Maillot, boulevard Pershing;13/07/12
75017;75732;Rue André Brechet, rue Louis Loucheur;17/08/12
75017;76501;Place de Clichy;29/06/12
75017;80383;Place Saint-Ferdinand, rue Brunel;27/04/12
75017;84425;Avenue de la Porte de Clichy, boulevard Bessières;04/05/12
75017;84653;Avenue de la Porte Pouchet, boulevard Bessières;11/05/12
75017;87387;Rue Emile Borel, place Arnault Tzanck;01/06/12
75017;87704;Rue de Rome, rue Cardinet;06/09/13
75017;89632;Rue Biot, place Clichy;29/06/12
75017;91182;Avenue de la Grande Armée, rue d'Argentine;22/06/12
75017;92088;Avenue de la Porte de Saint-Ouen, boulevard Ney;14/09/12
75017;94112;Boulevard Malesherbes, rue Viete;03/08/12
75017;99639;Place du Général Koenig;20/04/12
75018;10630;Place Jules Joffrin, rue Hermel;11/05/12
75018;10631;Porte de la Chapelle, boulevard Ney, avenue de la Porte de la Chapelle;21/12/12
75018;11601;5, rue Tristan Tzara;08/06/12
75018;12278;Place Paul Eluard;08/06/12
75018;15048;Rue Jean Henri Fabre, rue du Colonel Dax;21/09/12
75018;15446;Face au 86-88, boulevard Ney;14/12/12
75018;15626;Av. de la Porte de Saint-Ouen, rue Louis Pasteur Vallery-Radot;17/08/12
75018;16334;Rue des Poissonniers, rue Myrha;07/12/12
75018;16561;Boulevard de la Chapelle, rue Caplat;23/02/15
75018;18002;Rue Lamarck, rue Carpeaux;19/07/17
75018;18023;Place du Château Rouge, rue Poulet, boulevard Barbès;09/11/12
75018;18054;Rue Polonceau, rue de la Goutte d'Or;
75018;18067;Place de La Chapelle, rue Pajol;
75018;18074;Rue Moussorgski, rue Tchaïchovski;
75018;18083;Rue de l'Evangile, rue Moussorgski;
75018;18084;Rue Queneau (en vis-à-vis du passage du no 22);
75018;18086;Rue Doudeauville, boulevard Barbès;14/11/16
75018;18087;Rue de la Goutte d'Or, rue des Islettes;14/11/16
75018;18088;Rue de Panama, rue Léon;13/10/16
75018;18091;Rue Pajol, rue du Département, rue Philippe de Girard;31/01/17
75018;18093;Rue Pajol, rue Romy Schneider;
75018;18094;Rue Riquet, rue Pajol;10/03/17
75018;18098;Rue de la Porte des Poissonniers, rue Jean Cocteau;
75018;18104;Rue Marcadet, rue du Ruisseau;02/05/17
75018;18110;Binet — nouvelle voie Maurice Grimaud;23/04/18
75018;18111;Rue des Poissonniers, rue Championnet;08/08/17
75018;18112;110-122, rue des Poissonniers — prolongement voie vers rue Ordener;
75018;18113;Chapelle International — nouvelle voie créée;
75018;18114;Chapelle International — nouvelle voie créée parallèle;
75018;18115;Rue Labat, boulevard Barbès;14/11/16
75018;18201;Porte de la Chapelle — boulevard Ney, avenue Porte de la Chapelle — Centre migrants;14/02/17
75018;18202;Porte de la Chapelle — boulevard Ney, avenue Porte de la Chapelle — Centre migrants;14/02/17
75018;80870;Boulevard Ney, rue d'Aubervilliers;18/01/13
75018;81112;Rue Caulaincourt, rue du Mont Cenis;31/08/12
75018;81580;Rue de Clignancourt, rue Marcadet;09/03/12
75018;82127;Boulevard de la Chapelle, rue Marx Dormoy;08/06/12
75018;82315;Rue Ordener, rue Championnet, rue Vauvenargues;22/06/12
75018;82473;Rue Ordener, rue Damrémont;11/05/12
75018;83922;Rue du Ruisseau, rue du Poteau;08/06/12
75018;86198;Parvis du Sacré Cœur;22/06/12
75018;86601;Place Suzanne Valadon, rue Tardieu;21/09/12
75018;88886;Rond-point de la Chapelle, rue Raymond Queneau;13/07/12
75018;91314;Place Hébert;08/06/12
75018;91735;Boulevard Ornano, rue Ordener;04/05/12
75018;93698;Boulevard Ney, rue des Poissonniers;14/12/12
75018;95960;Rue Boinod, rue du Simplon;27/04/12
75018;97289;Rue de Clignancourt, rue Doudeauville;07/12/12
75018;98320;Rue Championnet, boulevard Ornano;28/09/12
75018;98456;Avenue de la Porte de Clignancourt, rue Francis de Croisset;12/10/12
75019;10295;65-67, boulevard Macdonald;05/04/13
75019;10568;Rue de Crimée, rue Botzaris;03/02/12
75019;11812;70, rue de la Villette, face au cours du 7ième art;15/06/12
75019;12412;Boulevard Sérurier, rue de Léman;09/11/12
75019;12770;Rue de l'Ourcq, rue Léon Giraud;28/12/12
75019;12969;Rue Archereau, rue de Crimée;31/08/12
75019;14531;Rue Petitot, rue des Fêtes;30/03/12
75019;14821;Rue du Département, rue de Tanger;04/05/12
75019;16661;Rue de Tanger, rue Riquet;09/01/15
75019;17435;Rue de Crimée, rue Manin;27/04/12
75019;18837;Avenue Corentin Cariou, quai de la Gironde;22/02/13
75019;18897;85, avenue de Flandre;02/03/12
75019;18960;Avenue Secrétan, rue Edouard Pailleron;27/07/12
75019;19067;Rue Botzaris, rue Fessart;06/07/12
75019;19074;Rue de Toulouse, rue Ambroise Rendu;18/08/16
75019;19077;Rue de Belleville, rue Jules Romains;23/03/17
75019;19078;Boulevard de la Villette, rue de Sambre et Meuse;13/07/17
75019;19079;150, boulevard de la Villette;06/03/17
75019;19080;Rue Edouard Pailleron, rue Jean Menans;18/11/16
75019;19081;Rue Euryale Dehaynin, rue Tandou;30/11/16
75019;19082;Rue Gaston Rebuffat, rue de Kabylie;16/09/16
75019;19083;Rue Paul Laurent;08/12/16
75019;19084;Rue Bellot, rue d'Aubervilliers;16/12/16
75019;19085;Quai du Lot (Bassin d'Aubervilliers);
75019;19086;Cité des Orgues de Frandre — rue du Docteur Lamaze;19/12/16
75019;19087;Cité des Orgues de Flandre, Porte des Flamands;23/04/18
75019;19088;Cité des Orgues de Flandre — Sud;26/12/17
75019;19089;Rue Mathis, rue Archereau;06/10/16
75019;19090;Rue Curial, rue Mathis;07/04/17
75019;19093;Rue Colette Magny, rue Bernard Têtu;20/10/16
75019;19094;Rue de Cambrai, rue Alphonse Karr;22/09/17
75019;19095;Rue de la Gare, Passerelle périphérique;
75019;19096;Rue Lounes Matoub, rue Emile Bollaert;25/04/18
75019;19097;Rue Césaria Evora, voie de la Blanchisserie;Début 2019
75019;19098;Boulevard Macdonald, rue Lounes Matoub;03/07/17
75019;96016;Rue de Nantes, rue Barbanègre;07/09/12
75019;96167;Rue Riquet, avenue de Flandre;17/02/12
75019;98269;Rue Manin, avenue Secrétan, avenue Mathurin Moreau;27/07/12
75019;99808;Rue de la Solidarité, rue David d'Angers;27/04/12
75020;10594;Avenue Gambetta, boulevard Mortier, rue de Belleville;14/12/12
75020;11340;42-46, rue des Haies;19/10/12
75020;12735;Rue Louis Lumière, rue Louis Ganne;19/10/12
75020;13314;Rue du Borrégo, rue du Télégraphe;22/06/12
75020;15491;Rue des Pyrénées, rue Ménilmontant;06/07/12
75020;16716;Vis-à-vis du 61, rue Saint-Blaise;09/01/15
75020;17129;Rue de Tlemcen, rue Duris;27/04/12
75020;17153;Boulevard Mortier, place de l'Adjudant Vincenot;07/12/12
75020;17942;Rue des Pyrénées, rue du Retrait;29/06/12
75020;18325;Rue de Belleville, rue Piat;01/06/12
75020;19342;6-8, rue Louis Delaporte;16/11/12
75020;20002;Rue de Bagnolet, rue des Balkans;23/05/17
75020;20008;20, rue Benoît Frachon;Début 2019
75020;20039;Rue de Bagnolet, rue des Orteaux;21/12/16
75020;20054;Rue Alquier Debrousse, rue des Balkans;09/12/16
75020;20057;Rue des Orteaux, rue de la Réunion;10/03/17
75020;20059;Rue des Pyrénées, rue Vitruve;09/12/16
75020;20060;Rue Saint-Blaise, square des Cardeurs;22/09/16
75020;20063;Rue du Clos, rue Saint-Blaise;23/09/16
75020;20065;Cours de Vincennes, rue des Maraîchers;16/09/16
75020;20067;Rue Olivier Métra, rue de l'Ermitage;21/12/16
75020;20068;Rue Hélène Jakubowicz (Parc);09/12/16
75020;20069;Villa Dury Vasselon, villa Gagliardini;29/09/17
75020;20070;Rue des Frères Flavien, avenue du Docteur Gley;20/04/17
75020;20071;Rue des Montibœufs, rue du CapitaineFerber;15/03/17
75020;20075;Rue des Tourelles, passage des Tourelles;12/08/16
75020;20077;Rue Duris, rue des Cendriers;30/11/16
75020;20080;Rue Vitruve, rue des Orteaux;02/03/17
75020;20082;Rue Hélène Jakubowicz (Parc);09/12/16
75020;20085;Rue des Haies, passage Josseaume;14/04/17
75020;20087;Saint-Blaise — rue des Balkans;
75020;20088;41, rue des Rigoles;27/01/17
75020;25120;Rue des Amandiers, rue des Cendriers;27/04/12
75020;25289;Boulevard de Ménilmontant, rue de Tlemcen;11/05/12
75020;25808;Rue Piat, rue des Envierges;03/02/12
75020;28858;Rue d'Avron, boulevard Davout;09/11/12
75020;29554;Place des Grès;13/04/12
75020;32972;Place Martin Nadaud;26/10/12
75020;34320;Boulevard Davout, rue Saint-Blaise;07/12/12
75020;38535;52, rue des Panoyaux;27/04/12
75020;39069;Avenue Gambetta, rue Pelleport;22/06/12
75020;39355;Place de la Porte de Montreuil;09/11/12
75020;42222;Boulevard de Charonne, rue d'Avron;29/06/12
75020;43115;Avenue Gambetta, rue de Chine;22/06/12
75020;45510;Rue de Bagnolet, rue des Pyrénées;21/12/11
75020;46604;Place Gambetta, avenue Gambetta;22/06/12
75020;49681;Rue des Pyrénées, rue d'Avron;18/01/13
75020;52440;Place de la Porte de Montreuil;09/11/12
75020;54884;Rue de Ménilmontant, rue Henri Chevreau;22/06/12
75020;55360;Boulevard de Charonne, avenue de Taillebourg;29/06/12
75020;58888;Avenue de la Porte de Bagnolet, avenue Cartellier, avenue Ibsen;19/10/12
75004;4003;Rue de la Cité, place du Parvis de Notre-Dame;20/11/17
75004;4051;Rue des Francs Bourgeois, rue Vieille du Temple;24/11/16
75004;4058;Rue de Sully, boulevard Henri IV;08/07/16
75004;4059;Boulevard Bourdon, rue Bassompierre;11/05/17
75004;11218;Rue Rambuteau, rue Beaubourg;21/12/11
75004;14314;Port de l'Hôtel de Ville — Seine;24/10/14
75004;14914;Port des Célestins — Seine;19/09/14
75004;15518;Rue de Rivoli, rue Saint-Martin;21/12/11
75004;15674;Place du Parvis Notre-Dame, Pont au Double;17/02/12
75004;17774;Rue Brisemiche, rue du Cloître Saint-Merri;08/06/12
75004;19726;Rue Saint-Antoine, rue de Sévigné;03/02/12
75004;24684;Place Baudoyer, rue François Miron;27/04/12
75004;25230;Quai Henri IV, Pont de Sully;01/03/13
75004;27843;Quai d'Orléans, rue Jean du Bellay;13/01/12
75004;29297;Place de l'Hôtel de Ville, avenue Victoria;03/02/12
75004;29770;Quai de Gesvres, rue Saint-Martin;21/12/11
75004;31606;Rue de la Coutellerie, avenue Victoria;21/12/11
75004;35777;Rue de Rivoli, rue Pont Louis Philippe;20/04/12
75004;37825;Place Georges Pompidou, 141, rue Saint-Martin;16/11/12
75004;38824;Rue du Cloître Notre Dame, quai de l'Archevêché;29/06/12
75004;39504;Boulevard Henri IV, rue Castex;06/07/12
75004;42301;Rue Charlemagne, rue des Jardins Saint-Paul;04/05/12
75004;42910;Pont Louis Philippe, quai de l'Hôtel de Ville;09/11/12
75004;43699;Place du Marché Sainte-Catherine;25/05/12
75004;45070;3, rue de Lobau;27/04/12
75004;47437;Rue de la Verrerie, rue du Renard;08/06/12
75004;48238;Quai de l'Archevêché, pont de l'Archevêché;26/10/12
75004;51128;Rue Ferdinand Duval, rue des Rosiers;09/03/12
75004;51827;Cité/Notre-Dame;16/11/12
75004;56633;Rue Pavée, rue du Roi de Sicile;20/01/12
75004;57088;Ile Saint-Louis Pointe amont — Seine;27/07/12
75004;59063;Quai de l'Hôtel de Ville, Pont d'Arcole;22/06/12
75004;60044;Rue Nonnains d'Hyères, rue Charlemagne;23/03/12
75004;65260;Place de la Bastille, boulevard Beaumarchais;29/06/12
75004;65370;Toit de l'Hôtel de Ville;03/08/12
75004;66378;Rue des Rosiers, rue Vieille du Temple;09/03/12
75004;66461;Quai des Célestins, pont Marie;06/07/12
75004;67079;Rue de Rivoli, boulevard de Sébastopol;27/04/12
75004;67266;Rue d'Arcole, place du Parvis Notre-Dame;10/02/12
75004;68710;Boulevard du Palais, quai des Orfèvres;16/03/12
75004;71698;Place Georges Pompidou, rue Saint-Martin, rue Aubry le Boucher;19/10/12
75004;74952;14, place des Vosges;24/02/12
75004;79965;Boulevard Bourdon, boulevard Morland;09/01/12
75004;82723;Place Louis Lépine abords de la Cité;16/11/12
75004;83818;18, boulevard Morland;01/03/13
75004;84795;Rue de Lobau, rue de Rivoli;30/03/12
75004;85333;Rue Geoffroy l'Asnier, allée des Justes de France;13/04/12
75004;93031;Pont Notre-Dame, quai de Corse;22/06/12
75004;94871;Pont Saint-Louis aval — Seine;29/06/12
75004;95558;Rue des Tournelles, rue du Pas-de-la-Mule;27/04/12
75004;96036;Rue du Petit Musc, rue Saint-Antoine;21/12/11
75005;80737;Place de l'Abbé Basset, rue de la Montagne Sainte-Geneviève;20/04/12
75005;85724;Rue des Ecoles, square Paul Painlevé;21/12/11
75005;89248;Rue Victor Cousin, rue Cujas;21/12/11
75005;92343;Rue des Bernardins, quai de la Tournelle;21/12/11
75005;93342;8, rue de Santeuil;10/02/12
75005;95510;Pont de l'Archevêché amont — Seine;26/10/12
75005;96233;Pont Saint-Michel rive gauche en aval — Seine;29/03/13
75005;96546;Rue Monge, rue Censier;24/02/12
75005;98521;Rue Daubenton, rue Geoffroy Saint-Hilaire;21/12/11
75005;99977;Rue Saint-Jacques, rue Cujas;21/12/11
75005;62140B;Rue Chantier, rue des Fossés Saint-Bernard;21/12/11
75005;67726B;Place du Puits de L'Ermite, rue de Quatrefages;21/12/11
75006;6034;Rue Auguste Comte, avenue de l'Observatoire, place André Honorat;09/09/16
75006;6036;Rue Danton, rue de l'Eperon;05/10/18
75006;6037;Rue de Buci, rue de l'Ancienne Comédie;20/09/18
75006;10124;Rue de Rennes, rue de Vaugirard;18/05/12
75006;11093;Boulevard Saint-Germain, place Saint-Germain-des-Prés;30/03/12
75006;11106;Boulevard Saint-Michel, rue Serpente;19/10/12
75006;13067;Boulevard Raspail, rue de Rennes;18/05/12
75006;16543;Place Paul Claudel, rue Rotrou;08/05/15
75006;23489;Boulevard Saint-Germain, rue de l'Ecole de Médecine;10/02/12
75006;24647;Rue des Saints-Pères, boulevard Saint-Germain;
75006;26704;Rue d'Assas, rue de Rennes;21/09/12
75006;27767;Pont Neuf, rive Gauche;20/01/12
75006;27809;Place de l'Acadie, rue de Buci, boulevard Saint-Germain;25/05/12
75006;29482;Rue d'Assas, rue Auguste Comte;24/08/12
75006;30386;Rue de Vaugirard, rue Guynemer;21/12/11
75006;30579;Rue du Four, rue du Cherche Midi;23/03/12
75006;31195;Quai de Conti, pont Neuf;17/02/12
75006;35348;Rue de l'Ecole de Médecine, boulevard Saint-Michel, rue Racine;08/06/12
75006;41562;Boulevard Raspail, boulevard du Montparnasse;25/05/12
75006;43190;Rue de Sèvres, boulevard Raspail;23/03/12
75006;43920;Rue Garancière, rue Saint-Sulpice;20/01/12
75006;57429;Place Henri Mondor — boulevard Saint- Germain, rue de l'Odéon;30/03/12
75006;61344;Place de l'Institut;25/05/12
75006;62619;Place J-P Sartre — S. de Beauvoir — boulevard Saint-Germain;09/03/12
75006;63215;Rue Saint-André des Arts, place Saint- Michel;21/12/11
75006;64061;Rue de Vaugirard, boulevard Raspail;15/06/12
75006;64111;Rue Monsieur Le Prince, rue Racine;17/02/12
75006;69103;Place du 18 Juin 1940, rue de Rennes;24/02/12
75006;74824;Rue des Saints-Pères, rue Perronet;25/05/12
75006;77910;Rue Saint-Sulpice, rue de Tournon;08/06/12
75006;82624;Boulevard Saint-Michel, boulevard Saint- Germain;15/06/12
75006;86313;Quai Malaquais, rue Bonaparte;21/12/11
75006;86611;Rue de Vaugirard, rue d'Assas;13/01/12
75006;91297;Rue du Vieux Colombier, rue du Cherche Midi;18/05/12
75006;93838;Rue de Rennes, rue du Four;11/05/12
75006;94309;63, rue d'Assas;10/02/12
75006;98526;Rue du Vieux Colombier, rue Bonaparte;21/12/11
75007;54776;Port du Gros Caillou, aval pont des Invalides — Seine;26/07/13
75007;55428;Avenue de Tourville, avenue de Ségur;17/02/12
75007;55440;Rue Las Cases, rue Casimir Perrier;27/01/12
75007;56074;Place Jacques Rueff;21/09/12
75007;56154;Avenue de Tourville, avenue de Villars;10/02/12
75007;56538;Rue de la Comète, rue de Grenelle;21/12/11
75007;56623;Rue de Grenelle, rue de Talleyrand;25/05/12
75007;58390;Avenue de la Motte Picquet, rue Cler;27/04/12
75007;58617;Boulevard des Invalides, rue de Grenelle;20/04/12
75007;59027;Avenue Bosquet, rue du Champ de Mars;11/05/12
75007;59293;Avenue Emile Deschanel, avenue de Belgrade;20/01/12
75007;59729;Rue du Bac, rue de Varenne;27/07/12
75007;60073;Port des Invalides, aval pont de la Concorde — Seine;26/07/13
75007;60800;Boulevard des Invalides, rue de Varenne;13/07/12
75007;61705;Place de l'Ecole Militaire, avenue de La Motte-Picquet, avenue Duquesne;03/02/12
75007;63877;Port de la Bourdonnais, aval pont de l'Alma — Seine;26/07/13
75007;65614;Rue Masseran, rue Eblé;21/09/12
75007;65857;Avenue Bosquet, rue de Grenelle;01/06/12
75007;66070;Port de Solférino, niveau Musée d'Orsay — Seine;26/07/13
75007;69064;Boulevard des Invalides, avenue de Tourville;11/05/12
75007;69116;Boulevard Raspail, boulevard Saint-Germain;09/03/12
75007;69121;Rue de l'Université, rue de Constantine;16/03/12
75007;69173;Avenue Duquesne, avenue de Ségur;03/02/12
75007;71064;Quai Anatole France, Pont Royal;12/10/12
75007;71658;Place Joffre;27/01/12
75007;72958;Pont de la Concorde, quai Anatole France;04/05/12
75007;75099;Avenue Saxe, avenue Breteuil (place de Breteuil);27/01/12
