Code postal;Numéro;Implantation;Précision de l’implantation;Date de mise en service;lon;lat
75013;59136;Rue de Tolbiac, avenue de Choisy;croisement;01/06/12;2.3599561;48.8261646
75011;59464;Boulevard Voltaire, boulevard Richard Lenoir;croisement;01/03/13;2.37194115144527;48.8626735812644
75009;59521;Rue de la Chaussée d'Antin, rue Halévy;croisement;04/05/12;2.3333015;48.8729517
75010;59687;Rue de Maubeuge, rue Ambroise Paré;croisement;08/06/12;2.35418485;48.88177505
75007;59729;Rue du Bac, rue de Varenne;croisement;27/07/12;2.3238573;48.85399
75015;59975;Rue Balard, rue Saint-Charles;croisement;25/05/12;2.2783782;48.8383937
75012;60061;Rue François Truffaut, rue de l'Ambroisie;croisement;09/11/12;2.3863417;48.8335761
75011;60866;Rue Robert Houdin, rue du Faubourg du Temple;croisement;19/10/12;2.3750774;48.8713825
75008;61079;Rue Saint-Lazare, rue d'Amsterdam;croisement;22/06/12;2.3266902;48.8755751
75010;61137;Rue du Château d'Eau, boulevard de Magenta;croisement;21/09/12;2.36253473333333;48.8689227666667
75012;61905;Boulevard Diderot, rue de Picpus;croisement;21/12/11;2.3928274;48.8480645333333
75016;61948;Place de Mexico, avenue d'Eylau;croisement;09/03/12;2.2833738;48.8653685
75013;62347;Pont de Tolbiac, quai François Mauriac;croisement;30/07/13;2.3797778;48.8322388
75018;62384;Place du Tertre, place Jean Marais;croisement;16/11/12;2.34110106456209;48.8866273135544
75002;62793;Rue Monsigny, rue du Quatre Septembre, rue de Choiseul;croisement;27/01/12;2.3358124;48.8697226
75013;63074;Rue des Longues Raies, boulevard Kellermann;croisement;19/10/12;2.35061391666667;48.82106395
75008;63118;Rue de Moscou, rue d'Amsterdam;croisement;24/02/12;2.3270201;48.8796403
75019;63449;Rue de l'Ourcq, rue Curial;croisement;02/11/12;2.3733804;48.8938422
75013;63591;Boulevard Masséna, avenue de la Porte d'Ivry;croisement;14/09/12;2.3694106;48.82147238
75006;64061;Rue de Vaugirard, boulevard Raspail;croisement;15/06/12;2.328122;48.8474056
75009;64143;Rue de Provence, rue de Caumartin;croisement;19/10/12;2.3283916;48.8742024
75019;64319;Avenue Jean Jaurès, avenue de Laumière;croisement;08/06/12;2.3793648;48.8851679
75008;64332;Rue du Havre, rue Saint-Lazare;croisement;03/08/12;2.3266902;48.8755751
75018;64494;Rue du Poteau, boulevard Ney;croisement;27/04/12;2.3375039;48.8977065
75011;64906;Place de la Nation, boulevard Diderot;croisement;20/04/12;2.39463905;48.848242625
75009;64951;Rue de Caumartin, boulevard Haussmann;croisement;13/04/12;2.32834955;48.8736139
75004;65260;Place de la Bastille, boulevard Beaumarchais;croisement;29/06/12;2.3690652;48.8537513
75012;65346;Quai de Bercy, pont de Tolbiac;croisement;20/07/12;2.38229252499528;48.833616852056
75020;65583;Avenue Gambetta, rue Saint-Fargeau, rue Haxo;croisement;24/08/12;2.4043625;48.8717185
75005;65680;Place du Panthéon, rue d'Ulm, rue Clotaire;croisement;21/12/11;2.3458936;48.8456867
75007;65857;Avenue Bosquet, rue de Grenelle;croisement;01/06/12;2.30430386666667;48.8571261333333
75009;65899;Boulevard Haussmann, rue Halévy;croisement;04/05/12;2.3333015;48.8729517
75013;67014;Rue Jeanne d'Arc, boulevard Saint-Marcel;croisement;25/05/12;2.3569133;48.8383857666667
75004;67079;Rue de Rivoli, boulevard de Sébastopol;croisement;27/04/12;2.3481556;48.85852962
75019;67376;Avenue Jean Jaurès, rue Armand Carrel;croisement;27/04/12;2.3714466;48.883094
75005;67726;Place du Puits de L'Ermite, rue de Quatrefages;croisement;21/12/11;2.3544919;48.8423958
75001;67865;Rue Coquillière, rue du Louvre;croisement;04/05/12;2.3423575;48.863896
75013;67935;Avenue Joseph Bédier, rue Maryse Bastié;croisement;19/10/12;2.373692;48.8205716
75011;68231;Boulevard Voltaire, rue Saint-Ambroise;croisement;08/06/12;2.3747721;48.8609866
75013;68334;Boulevard Auguste Blanqui, rue de la Glacière;croisement;21/12/11;2.34419005;48.83096015
75011;68375;Rue Alexandre Dumas, boulevard de Charonne;croisement;21/12/11;2.3959764;48.8543249285714
75004;68710;Boulevard du Palais, quai des Orfèvres;croisement;16/03/12;2.3448946;48.8543446
75007;69064;Boulevard des Invalides, avenue de Tourville;croisement;11/05/12;2.314733;48.8536931
75006;69103;Place du 18 Juin 1940, rue de Rennes;croisement;24/02/12;2.3241831;48.8441938
75007;69116;Boulevard Raspail, boulevard Saint-Germain;croisement;09/03/12;2.32567652857143;48.8561286857143
75007;69121;Rue de l'Université, rue de Constantine;croisement;16/03/12;2.3149665;48.8609738
75007;69173;Avenue Duquesne, avenue de Ségur;croisement;03/02/12;2.310046;48.8517333
75017;69662;Rue de la Jonquière, Villa Sainte-Croix;croisement;27/01/12;2.3242719;48.8935331
75015;70417;Rue Platon, rue Falguière;croisement;21/12/11;2.310973;48.8376095
75017;70605;Passage Saint-Ange, rue Jean Leclaire;croisement;17/02/12;2.327181;48.8965734
75002;70766;Boulevard des Italiens, rue de la Michodière;croisement;03/08/12;2.3348;48.8710845
75007;71064;Quai Anatole France, Pont Royal;croisement;12/10/12;2.3292843;48.8595543
75020;71342;Rue Ramponeau, rue de Tourtille;croisement;27/04/12;2.381079;48.8715607
75003;71418;Rue Réaumur, rue Saint-Martin;croisement;15/06/12;2.353766;48.865977
75013;71821;Rue Regnault, rue du Château des Rentiers;croisement;13/01/12;2.3709062;48.8233653
75015;72190;Rue Léon Lhermitte, rue Gustave Larroumet;croisement;13/04/12;2.2965239;48.8428697
75009;72329;Rue de Maubeuge, rue de Rochechouart;croisement;27/01/12;2.3450231;48.8783464
75002;72618;Boulevard Poissonnière, rue Poissonnière;croisement;26/10/12;2.3478915;48.8706755
75018;73270;Boulevard de Rochechouart, rue de Clignancourt;croisement;03/02/12;2.3469998;48.8835576
75012;73321;Boulevard Diderot, rue de Bercy;croisement;13/04/12;2.371097525;48.845501025
75016;73432;Rue du Commandant Guilbaud, avenue de la Porte de Saint-Cloud;croisement;28/09/12;2.2517664;48.8386623
75010;73562;Quai de Valmy, rue de Lancry;croisement;17/02/12;2.3637458;48.8729141
75001;74254;Rue du Cygne, rue Saint-Denis;croisement;24/02/12;2.3497538;48.86311
75009;74548;Boulevard de Clichy, boulevard de Rochechouart;croisement;04/05/12;2.33964678888889;48.8820593555556
75016;74609;Rue de Passy, Chaussée de la Muette;croisement;08/06/12;2.2748549;48.8581705
75018;74617;Rue Polonceau, rue des Poissonniers;croisement;07/12/12;2.350098;48.8859787
75003;74979;Boulevard Saint-Denis, boulevard de Strasbourg;croisement;15/06/12;2.3543185;48.8693003
75019;75203;Rue Adolphe Mille, avenue Jean Jaurès;croisement;11/05/12;2.3892571;48.88780255
75013;75329;Boulevard Vincent Auriol, quai d'Austerlitz;croisement;19/10/12;2.37359745;48.83754605
75007;75710;Boulevard Saint-Germain, rue de Solférino;croisement;27/04/12;2.3226495;48.859024175
75018;76006;Rue de la Chapelle, rue du Pré;croisement;21/09/12;2.3593092;48.897119
75008;76964;Place de la Concorde, rue Royale;croisement;07/09/12;2.3220888;48.8667922
75010;77612;Boulevard de la Chapelle, rue de Maubeuge;croisement;08/06/12;2.3555506;48.884049
75014;77867;Boulevard du Montparnasse, avenue de l'Observatoire;croisement;21/12/11;2.33661333333333;48.8396975555555
75003;77904;Rue de Bretagne, rue de Turenne;croisement;08/05/15;2.3646111;48.8619196
75006;77910;Rue Saint-Sulpice, rue de Tournon;croisement;08/06/12;2.3370565;48.8514647
75018;78121;Boulevard de la Chapelle, rue d'Aubervilliers;croisement;27/07/12;2.36472618962257;48.8844333404612
75010;78368;Rue de Dunkerque, rue La Fayette;croisement;25/05/12;2.35822343333333;48.8796152
75007;79336;Rue de l'Université, boulevard Saint-Germain;croisement;27/07/12;2.3216933;48.860002575
75005;79793;Rue Saint-Victor, rue de Pontoise;croisement;21/12/11;2.3508761;48.8483471
75018;79855;Rue Riquet, rue d'Aubervilliers;croisement;29/06/12;2.3680812875;48.88970205
75015;80153;Rue de la Convention, rue de Vaugirard;croisement;31/08/12;2.2964564;48.8372281
75010;80333;Rue du Château Landon, rue du Faubourg Saint-Martin;croisement;23/03/12;2.3623042;48.8789295
75018;80870;Boulevard Ney, rue d'Aubervilliers;croisement;18/01/13;2.3702433;48.8987232
75018;81112;Rue Caulaincourt, rue du Mont Cenis;croisement;31/08/12;2.3429434;48.8897924
75015;81297;Rue Lecourbe, rue Cambronne;croisement;28/06/13;2.3026831;48.8426148
75001;81411;Place du Châtelet, avenue Victoria;croisement;21/12/11;2.3471833;48.8578925
75018;81580;Rue de Clignancourt, rue Marcadet;croisement;09/03/12;2.3484518;48.8904194
75014;81787;Rue Messier, boulevard Arago;croisement;27/01/12;2.3382128;48.8346635
75011;81850;Rue Saint-Maur, avenue de la République;croisement;15/06/12;2.3780233;48.8646104
75020;82057;Cours de Vincennes, boulevard de Charonne;croisement;16/11/12;2.399169925;48.8483247
75001;82064;Rue de la Reynie, boulevard de Sébastopol;croisement;17/02/12;2.3490462;48.8600734
75018;82127;Boulevard de la Chapelle, rue Marx Dormoy;croisement;08/06/12;2.359327725;48.884539
75018;82315;Rue Ordener, rue Championnet, rue Vauvenargues;croisement;22/06/12;2.3326147;48.8941786
75018;82473;Rue Ordener, rue Damrémont;croisement;11/05/12;2.3363575;48.8936311
75001;82655;Rue Pierre Lescot, rue de la Cossonnerie;croisement;02/03/12;2.348033;48.8616019
75012;83531;Boulevard Poniatowski, rue de Charenton;croisement;16/11/12;2.3976868;48.8318262
75018;83922;Rue du Ruisseau, rue du Poteau;croisement;08/06/12;2.3407547;48.8948242
75011;84362;Rue Faidherbe, rue du Faubourg Saint-Antoine;croisement;09/03/12;2.38459056666667;48.8500901666667
75017;84425;Avenue de la Porte de Clichy, boulevard Bessières;croisement;04/05/12;2.3134665;48.8944322
75012;84480;Boulevard Diderot, rue Pierre Bourdan;croisement;21/12/11;2.3905698;48.8477817
75003;84550;Place de la République, rue du Temple;croisement;12/10/12;2.36339605;48.86733315
75013;84568;Boulevard Vincent Auriol, rue Nationale;croisement;19/10/12;2.3621754;48.832738
75014;84620;Avenue du Maine, rue Froidevaux;croisement;14/09/12;2.3229413;48.8375422
75017;84653;Avenue de la Porte Pouchet, boulevard Bessières;croisement;11/05/12;2.32310092;48.89760212
75016;84766;Allée de Longchamp, route des Moulins;croisement;02/08/13;2.2449882;48.8654148
75004;84795;Rue de Lobau, rue de Rivoli;croisement;30/03/12;2.3538291;48.856917
75011;85426;Rue Jean-Pierre Timbaud, rue Moret, rue de Vaucouleurs;croisement;16/11/12;2.378568;48.8679881
75010;86043;Place du Colonel Fabien, rue de la Grange aux Belles;croisement;11/05/12;2.3700626;48.8777232
75015;86075;Rue Desnouettes, boulevard Victor;croisement;16/03/12;2.2840798;48.83446575
75018;86601;Place Suzanne Valadon, rue Tardieu;croisement;21/09/12;2.3425333;48.8842866
75009;87208;Boulevard de Clichy, boulevard de Rochechouart;croisement;04/05/12;2.33964678888889;48.8820593555556
75015;87231;Rue de la Convention, rue de la Croix Nivert;croisement;16/11/12;2.2903618;48.8399897
75008;87273;Rue de Courcelles, boulevard Haussmann;croisement;29/06/12;2.3091818;48.8750336
75009;87305;Rue de Châteaudun, rue Buffault;croisement;09/11/12;2.3420178;48.87578345
75007;87406;Quai Voltaire, pont du Carrousel;croisement;25/05/12;2.3320972;48.8586269
75010;87526;Place Franz Liszt, rue La Fayette;croisement;12/10/12;2.35166251131498;48.8779289394665
75017;87704;Rue de Rome, rue Cardinet;croisement;06/09/13;2.3141215;48.8873505
75002;88097;Boulevard Poissonnière, rue Montmartre;croisement;09/03/12;2.3430679;48.871489
75013;89076;Avenue de France, rue de Tolbiac;croisement;20/12/13;2.3767523;48.8306416
75005;89248;Rue Victor Cousin, rue Cujas;croisement;21/12/11;2.3424223;48.8478175
75002;89465;Rue Danielle Casanova, avenue de l'Opéra;croisement;12/10/12;2.3336619;48.8675112
75014;89511;Rue Raymond Losserand, rue d'Alésia;croisement;23/03/12;2.3141451;48.8318162
75020;89745;Rue Bisson, rue de Pali-Kao;croisement;09/03/12;2.3824484;48.8706219
75011;90486;Rue du Faubourg du Temple, rue de Malte;croisement;08/06/12;2.3654095;48.8681508
75009;90714;Place de l'Opéra, rue Auber;croisement;13/04/12;2.3318505;48.8710751
75002;91229;Boulevard Saint-Denis, boulevard de Sébastopol;croisement;22/06/12;2.354218775;48.86932225
75013;91336;Avenue Pierre de Coubertin, boulevard Kellermann;croisement;01/06/12;2.3445901;48.8194089
75019;91563;Place Auguste Baron, avenue de la Porte de la Villette;croisement;07/12/12;2.3889226;48.900659275
75018;91735;Boulevard Ornano, rue Ordener;croisement;04/05/12;2.3496042;48.8915753
75003;92031;Rue du Vertbois, rue de Turbigo;croisement;18/01/13;2.3603077;48.8664224
75005;92343;Rue des Bernardins, quai de la Tournelle;croisement;21/12/11;2.351303;48.8511131
75010;92421;Rue du Faubourg du Temple, boulevard de la Villette;croisement;31/05/13;2.3768003;48.8720092
75009;92563;Boulevard Poissonnière, rue du Sentier;croisement;21/12/11;2.3467356;48.8708809
75014;92903;Rue Vercingétorix, rue Pernety;croisement;17/02/12;2.3154343;48.835476175
75012;93044;Boulevard Soult, avenue de la Porte de Vincennes;croisement;23/11/12;2.4112682;48.8471384
75019;93130;Boulevard Macdonald, avenue de la Porte de la Villette;croisement;28/12/12;2.38617538593872;48.8982596236067
75015;93133;Rue de la Convention, rue Saint-Charles;croisement;18/05/12;2.282755;48.8434474
75019;93586;Place du Maroc, rue du Maroc;croisement;12/10/12;2.3693408;48.8864731
75018;93698;Boulevard Ney, rue des Poissonniers;croisement;14/12/12;2.352501175;48.89830945
75020;93792;Rue Julien Lacroix, rue des Couronnes;croisement;20/04/12;2.3844563;48.8702071
75016;93829;Avenue Raphaël, boulevard Suchet;croisement;09/11/12;2.2677212;48.8619196666667
75006;93838;Rue de Rennes, rue du Four;croisement;11/05/12;2.3319308;48.8524605
75008;94149;Place de la Concorde, avenue Gabriel;croisement;29/06/12;2.3206535;48.8670939
75014;94232;Rue Raymond Losserand, rue Pernety;croisement;09/03/12;2.318143;48.8339619
75011;94261;Rue de Charonne, boulevard de Charonne;croisement;23/03/12;2.3942659;48.8565171666667
75012;94447;Boulevard de Reuilly, rue Taine;croisement;13/07/12;2.3939144;48.8393725
75011;94639;Rue de l'Orillon, boulevard de Belleville;croisement;20/01/12;2.3781429;48.8707368
75009;95710;Boulevard Haussmann, rue Le Peletier;croisement;13/04/12;2.3382998;48.8722422
75018;95960;Rue Boinod, rue du Simplon;croisement;27/04/12;2.3510305;48.8936049
75019;96016;Rue de Nantes, rue Barbanègre;croisement;07/09/12;2.3823987;48.8916607
75004;96036;Rue du Petit Musc, rue Saint-Antoine;croisement;21/12/11;2.3656218;48.8536755
75011;96081;Place de la République, boulevard Voltaire;croisement;01/03/13;2.3651351;48.8667216
75016;96105;Rue du Ranelagh, rue Raynouard;croisement;03/02/12;2.2773926;48.8537137
75019;96167;Rue Riquet, avenue de Flandre;croisement;17/02/12;2.37395826666667;48.8884395
75013;97058;Rue de Tolbiac, rue Nationale;croisement;19/10/12;2.3664849;48.8270179
75018;97289;Rue de Clignancourt, rue Doudeauville;croisement;07/12/12;2.3479972;48.8884009
75016;97645;Rue Nungesser et Coli, avenue de la Porte Molitor;croisement;17/01/14;2.2521948;48.8446734
75018;98456;Avenue de la Porte de Clignancourt, rue Francis de Croisset;croisement;12/10/12;2.34421776666667;48.8994669
75005;98521;Rue Daubenton, rue Geoffroy Saint-Hilaire;croisement;21/12/11;2.3558292;48.8415849
75015;98837;Rue du Cotentin, boulevard Pasteur;croisement;21/12/11;2.31656596666667;48.8390553666667
75019;99808;Rue de la Solidarité, rue David d'Angers;croisement;27/04/12;2.3894057;48.8828163
75008;99944;Rue la Boétie, rue du Faubourg Saint-Honoré;croisement;29/06/12;2.3107332;48.87284
75005;99977;Rue Saint-Jacques, rue Cujas;croisement;21/12/11;2.3436601;48.8473646
75001;1011;Rue du Jour, rue Rambuteau;croisement;41558;2.3440813;48.8633706
75001;1041;Quai des Orfèvres, rue de Harlay;croisement;43084;2.3425564;48.8557648
75003;3036;Rue du Temple, rue Michel le Comte;croisement;42580;2.356922;48.8618976
75003;3040;Rue Vieille du Temple, rue de la Perle;croisement;42559;2.3607352;48.859939
75004;4059;Boulevard Bourdon, rue Bassompierre;croisement;42866;2.367276;48.8508921
75005;5052;Rue de la Montagne Sainte-Geneviève, rue Descartes;croisement;43291;2.3485142;48.8474442
75005;5057;Rue Claude Bernard, rue Vauquelin;croisement;42634;2.3460201;48.8402923
75006;6034;Rue Auguste Comte, avenue de l'Observatoire, place André Honorat;croisement;42622;2.337026;48.844274
75006;6037;Rue de Buci, rue de l'Ancienne Comédie;croisement;43363;2.3383857;48.8536645
75007;7016;Rue de Varenne, rue Vaneau;croisement;42808;2.3199504;48.8549506
75007;7084;Rue de l'Université, avenue Franco-Russe;croisement;42989;2.2986461;48.8605335
75007;7090;Avenue du Docteur Brouardel, alléeThomy Thierry;croisement;42517;2.2959411;48.855826
75008;8028;Place Rio de Janeiro, rue de Lisbonne, rue de Monceau;croisement;42786;2.310372475;48.8775302
75008;8071;Avenue Matignon, rue de Ponthieu;croisement;43095;2.3119315;48.8699287
75008;8118;Rue Marbeuf, avenue George V;croisement;42650;2.3013009;48.8667327
75008;8128;Rue du Rocher, rue de Monceau;croisement;42649;2.3170527;48.8807416
75008;8133;Avenue Montaigne, rue Bayard;croisement;43374;2.30771425;48.867659075
75008;8134;Avenue Montaigne, rue Clément Marot;croisement;43059;2.3051153;48.8663919
75008;8138;Avenue Montaigne, place de la Reine Astrid;croisement;43059;2.3030059;48.8652432666667
75009;9059;Rue Blanche, rue Jean-Baptiste Pigalle;croisement;42607;2.3319307;48.8778564
75009;9060;Rue de la Rochefoucauld, rue d'Aumale;croisement;43017;2.3345307;48.8786543
75010;10064;Rue du Faubourg Saint-Denis, rue de Metz;croisement;42657;2.3532949;48.8709596
75012;10100;Cours de Vincennes, avenue du Trône;croisement;41068;2.399194;48.848092
75006;10124;Rue de Rennes, rue de Vaugirard;croisement;41047;2.32697436666667;48.8470504666667
75014;10155;Avenue Ernest Reyer, rue Edmond Rousse;croisement;41271;2.3239111;48.8223979
75009;10372;Rue de la Tour d'Auvergne, rue Milton;croisement;41222;2.3427941;48.8793363
75001;10439;Rue Berger, rue Pierre Lescot;croisement;40991;2.3477461;48.8610208
75015;10476;Boulevard de Grenelle, rue du Commerce;croisement;40898;2.2977937;48.848978
75017;10510;Rue Cardinet, rue Lemercier;croisement;41068;2.3172175;48.8902524
75019;10568;Rue de Crimée, rue Botzaris;croisement;40942;2.3895058;48.8795794
75001;10642;Rue de Rivoli, rue des Bourdonnais;croisement;41257;2.34481172;48.85962132
75011;11056;Rue de Charonne, rue de Lappe;croisement;42832;2.3745038;48.8528255
75006;11106;Boulevard Saint-Michel, rue Serpente;croisement;41201;2.3433429;48.85185495
75013;11144;Avenue d'Italie, rue du Tage;croisement;41159;2.3585178;48.8222105
75007;11264;Avenue de Ségur, avenue de Suffren;croisement;41005;2.3061508;48.8478999
75007;11361;Place Saint-Thomas d'Aquin, rue Saint-Thomas d'Aquin;croisement;40963;2.327245;48.8560317
75014;11453;Rue des Plantes, rue Antoine Chantin;croisement;41180;2.3209948;48.8275976
75017;11943;Avenue des Ternes, avenue Niel;croisement;41446;2.2942209;48.8786461
75012;12069;Rue de Charenton, boulevard de Reuilly;croisement;42704;2.38932596666667;48.8388872666667
75015;12079;Avenue Albert Bartholomé, rue André Theuriet;croisement;40977;2.2966449;48.8284792
75011;12357;Rue du Faubourg Saint-Antoine, rue de la Forge Royale;croisement;40970;2.3801128;48.8504504
75019;12770;Rue de l'Ourcq, rue Léon Giraud;croisement;41271;2.3843007;48.8882844
75013;13085;Rue Bobillot, place Paul Verlaine, rue Vandrezanne;croisement;42807;2.352029;48.8274399
75013;13109;Avenue Pierre Mendès France, rue Paul Klee;croisement;inconnue;2.36993095;48.8388997
75009;13257;Rue Mayran, rue Rochambeau;croisement;40919;2.3457401;48.8771176
75014;13312;Boulevard Saint-Jacques, rue Ferrus;croisement;40898;2.3408724;48.8317078
75020;13314;Rue du Borrégo, rue du Télégraphe;croisement;41082;2.399251;48.8727304
75016;13418;Avenue Kléber, avenue des Portugais;croisement;41082;2.29329093333333;48.8712666666667
75014;13583;Boulevard Raspail, rue Huyghens;croisement;40935;2.3297751;48.8414875
75013;13772;Place Jeanne d'Arc, place Souham;croisement;41166;2.3682423;48.8292967
75014;14063;Rue de la Sablière, rue Hippolyte Maindron;croisement;42832;2.3222406;48.8320682
75014;14074;Rue Pernety, rue de l'Ouest;croisement;42622;2.31686;48.8347682
75007;14157;Rue Saint-Dominique, rue Cler;croisement;41229;2.3051352;48.8592274
75019;14531;Rue Petitot, rue des Fêtes;croisement;40998;2.3925128;48.8766088
75014;14602;Rue Raymond Losserand, rue Pierre Larousse;croisement;40956;2.3117493;48.8306854
75015;15043;Boulevard Victor, avenue de la Porte de Sèvres;croisement;42998;2.27817163333333;48.8360199333333
75015;15095;Rue Linois, rue Emeriau;croisement;42796;2.2841359;48.8476853
75015;15116;Rue de Vaugirard, place Adolphe Chérioux;croisement;42816;2.30114693333333;48.8395224
75011;15301;Rue Merlin, rue Duranti;croisement;40963;2.3851317;48.8609801
75013;15476;Rue de Tolbiac, rue du Chevaleret;croisement;40991;2.37547850035143;48.8298819490051
75010;15560;Place de la République, rue du Faubourg du Temple;croisement;41446;2.3643364;48.8677606
75014;15950;Rue du Moulin de la Vierge, rue Decrès;croisement;40956;2.3144866;48.8326702
75002;15991;Rue Saint-Denis, rue Sainte-Apolline;croisement;41173;2.3523917;48.8692465
75016;16013;Rue Cortambert, rue Nicolo;croisement;42919;2.2781075;48.8601468
75014;16056;Place Denfert-Rochereau, rue de Grancey;croisement;40898;2.3309203;48.8340769
75016;16134;Avenue Ferdinand Buisson, avenue Georges Lafont, avenue Félix d'Herelle;croisement;42811;2.2551291;48.8349813
75016;16145;Boulevard Murat, rue Daumier;croisement;42636;2.2647302;48.8392013
75016;16148;Rue Pergolèse, rue Marbeau;croisement;Début 2019;2.2817627;48.8736993
75018;16334;Rue des Poissonniers, rue Myrha;croisement;41250;2.3507436;48.8867071
75018;16561;Boulevard de la Chapelle, rue Caplat;croisement;42058;2.35241835;48.8840862
75001;16887;Quai de la Mégisserie, Pont Neuf;croisement;40898;2.3424643;48.8584826
75013;16986;Avenue d'Italie, rue de Tolbiac;croisement;41131;2.3572626;48.826185
75017;17064;Avenue de Saint-Ouen, rue Navier;croisement;43413;2.3282949;48.895556
75020;17153;Boulevard Mortier, place de l'Adjudant Vincenot;croisement;41250;2.40866593333333;48.8705559333333
75015;17168;Rue Saint-Charles, rue Varet;croisement;41054;2.2798354;48.8400846
75002;17326;Rue d'Antin, avenue de l'Opéra;croisement;41194;2.33311695;48.86875845
75004;17774;Rue Brisemiche, rue du Cloître Saint-Merri;croisement;41068;2.3514115;48.8590518
75020;17942;Rue des Pyrénées, rue du Retrait;croisement;41089;2.3962354;48.8677917
75018;18002;Rue Lamarck, rue Carpeaux;croisement;42935;2.3314221;48.8909513
75018;18087;Rue de la Goutte d'Or, rue des Islettes;croisement;42688;2.3507852;48.8851422
75018;18088;Rue de Panama, rue Léon;croisement;42656;2.3534917;48.8876222
75018;18094;Rue Riquet, rue Pajol;croisement;42804;2.3630948;48.8899235
75018;18111;Rue des Poissonniers, rue Championnet;croisement;42955;2.3529252;48.8951114
75017;18308;Rue Curnonsky, rue Raymond Pitet;croisement;41075;2.2961426;48.8903246
75020;18325;Rue de Belleville, rue Piat;croisement;41061;2.3831002;48.8734835
75013;18332;Rue du Chevaleret, rue Clisson;croisement;41103;2.369658;48.8332783
75010;18930;Rue de Dunkerque, rue de Saint-Quentin;croisement;41012;2.3559495;48.87973805
75019;19077;Rue de Belleville, rue Jules Romains;croisement;42817;2.3785449;48.8725304
75019;19078;Boulevard de la Villette, rue de Sambre et Meuse;croisement;42929;2.3741762;48.87435735
75019;19089;Rue Mathis, rue Archereau;croisement;42649;2.3737192;48.8910811
75019;19090;Rue Curial, rue Mathis;croisement;42832;2.3722417;48.8913515
75016;19196;Boulevard Murat, place de la Porte Molitor;croisement;40935;2.2575332;48.8453547
75012;19963;Rue de Wattignies, rue de Fécamp;croisement;41159;2.3987647;48.8351827
75020;20057;Rue des Orteaux, rue de la Réunion;croisement;42804;2.3999944;48.8568741
75020;20059;Rue des Pyrénées, rue Vitruve;croisement;42713;2.4038934;48.8576312
75020;20063;Rue du Clos, rue Saint-Blaise;croisement;42636;2.4075757;48.8577499
75020;20065;Cours de Vincennes, rue des Maraîchers;croisement;42629;2.40777356666667;48.8475619333333
75020;20067;Rue Olivier Métra, rue de l'Ermitage;croisement;42725;2.3942092;48.8727653
75020;20085;Rue des Haies, passage Josseaume;croisement;42839;2.4030605;48.8545711
75008;20103;Place des Ternes, avenue de Wagram;croisement;41061;2.29844775;48.8784558
75008;20956;Boulevard Haussmann, avenue de Messine;croisement;41362;2.31530205;48.8752814
75009;21230;Rue de la Victoire, rue Saint-Georges;croisement;41040;2.3371452;48.8751492
75007;21909;Boulevard de la Tour Maubourg, rue de l'Université;croisement;41439;2.3102809;48.8611198
75018;22078;Rue Ordener, rue du Poteau;croisement;41040;2.3437906;48.89261
75013;23065;Avenue d'Italie, rue Vandrezanne;croisement;41201;2.356611;48.8283279
75002;23076;Place de la Bourse, rue Notre-Dame des Victoires, rue Réaumur;croisement;41852;2.3421068;48.8690063
75009;23596;Place de l'Opéra, avenue de l'Opéra;croisement;41012;2.3325517;48.8700729
75001;23987;Rue de la Paix, rue Danielle Casanova;croisement;41215;2.3302706;48.8683166
75018;24022;Place Blanche, rue Blanche;croisement;40977;2.3324084;48.8836163
75002;24047;Place de la Bourse, rue Notre-Dame des Victoires;croisement;40949;2.3421068;48.8690063
75020;25289;Boulevard de Ménilmontant, rue de Tlemcen;croisement;41040;2.38615826666667;48.8641696333333
75009;25540;Place de l'Opéra, boulevard des Capucines;croisement;41012;2.33230735;48.8706543
75010;25626;Quai de Jemmapes, rue Alibert;croisement;40956;2.3659221;48.8710176
75013;25765;Rue Cantagrel, rue Eugène Oudiné;croisement;41432;2.3776007;48.8262393
75020;25808;Rue Piat, rue des Envierges;croisement;40942;2.3860226;48.8714621
75003;27643;Place de la République, boulevard du Temple;croisement;41166;2.3648013;48.8664897
75016;27756;Place de la Porte de Saint-Cloud, avenue Georges Lafont;croisement;41180;2.2568162;48.83749435
75004;27843;Quai d'Orléans, rue Jean du Bellay;croisement;40921;2.3533322;48.8527237
75020;28858;Rue d'Avron, boulevard Davout;croisement;41222;2.4105158;48.8534855
75013;29435;Rue Albert, rue Jean Fautrier;croisement;40956;2.371827;48.8258016
75011;29510;Rue Léon Frot, rue de la Roquette;croisement;41026;2.3836681;48.8585346
75002;29697;Rue Drouot, boulevard Haussmann;croisement;41012;2.3400532;48.8719981
75013;29712;Avenue de France, rue Raymond Aron;croisement;41579;2.3731375;48.8344579
75004;29770;Quai de Gesvres, rue Saint-Martin;croisement;40898;2.3489342;48.8567219
75006;30386;Rue de Vaugirard, rue Guynemer;croisement;40898;2.3325752;48.8486644
75007;31779;Rue de Grenelle, rue de Bellechasse;croisement;40991;2.3211157;48.8564712
75009;32213;Place d'Anvers, boulevard de Rochechouart;croisement;40921;2.3445279;48.882794
75012;33039;Place de la Bastille, rue de Lyon;croisement;41222;2.36919755;48.852813
75007;33167;Rue des Saints-Pères, rue de Lille;croisement;40963;2.3327512;48.8576193
75019;33367;Avenue Secrétan, boulevard de la Villette;croisement;41159;2.3703614;48.8825145
