Code postal;Numéro;Implantation;Précision de l’implantation;Date de mise en service;lon;lat
75019;34140;Avenue de Flandre, rue de l'Argonne;croisement;41166;2.3817076;48.8943154
75020;34320;Boulevard Davout, rue Saint-Blaise;croisement;41250;2.409997;48.8562548
75016;34560;Avenue Marceau, rue Galilée;croisement;41117;2.2975075;48.870952
75016;37319;Boulevard Suchet, avenue Ingres;croisement;40898;2.26471436666667;48.8573396666667
75012;37644;Avenue Courteline, boulevard périphérique intérieur;croisement;41229;2.4138313971506;48.8439904020143
75010;38438;Rue du Faubourg Saint-Martin, rue du Château d'Eau;croisement;41187;2.35717573333333;48.8717605333333
75015;39029;Boulevard Lefebvre, rue Jean Sicard;croisement;40970;2.2989614;48.8290427
75005;39271;Boulevard Saint-Michel, rue Soufflot;croisement;40935;2.3408341;48.847338
75004;39504;Boulevard Henri IV, rue Castex;croisement;41096;2.36594995;48.852223
75002;40753;Rue Daunou, rue de la Paix;croisement;40998;2.3315516;48.869556
75017;41692;Rue de Courcelles, avenue Stéphane Mallarmé;croisement;41432;2.29471655;48.8875527
75005;43043;Rue de la Harpe, rue de la Huchette;croisement;41292;2.3445887;48.8532442
75010;43214;Boulevard de Magenta, rue de Lancry;croisement;41068;2.36120865;48.870536
75016;43643;Avenue de Versailles, rue Wilhem;croisement;41117;2.2715954;48.8453084
75018;43793;Rue Caulaincourt, rue Joseph de Maistre;croisement;41089;2.33255283333333;48.8866859
75016;44621;Allée de Longchamp, allée de la Reine Marguerite;croisement;41488;2.2508458;48.86759804
75003;45415;Boulevard des Filles du Calvaire, rue des Filles du Calvaire;croisement;41096;2.3667344;48.8631014
75018;46275;Rue Marx Dormoy, rue du Département;croisement;41110;2.3596321;48.8868319
75018;46817;Rue des Poissonniers, rue Marcadet;croisement;41075;2.3514506;48.8904672
75018;47167;Boulevard Ney, rue Charles Hermite;croisement;41257;2.3642982;48.8986177
75013;47653;Rue du Dessous des Berges, rue Eugène Oudiné, rue de Patay;croisement;40898;2.3747632;48.8256119
75013;47824;Rue Jeanne d'Arc, rue de Domrémy, rue de Patay;croisement;41145;2.3699147;48.8286314
75018;48934;Rue des Poissonniers, rue Doudeauville;croisement;41222;2.3515404;48.8882958
75005;50044;Rue Mouffetard, rue de l'Epée de Bois;croisement;41047;2.3496366;48.8414434
75005;50581;Rue Linné, rue des Boulangers;croisement;40942;2.3545259;48.8461163
75005;51005;Quai Saint-Bernard, rue Cuvier;croisement;41096;2.3609481;48.846846
75018;51595;Boulevard de Clichy, rue Caulaincourt;croisement;41089;2.32955163333333;48.8847104666667
75019;51650;Boulevard Sérurier, rue David d'Angers;croisement;41152;2.3966895;48.8813283
75015;52282;Rue Lecourbe, villa Thoréton;croisement;40998;2.2850613;48.8374219
75016;52670;Rue d'Auteuil, rue Michel-Ange;croisement;40935;2.2641167;48.8479916
75011;52920;Boulevard Voltaire, rue de Montreuil;croisement;41033;2.3925378;48.8504127571429
75019;53004;Rue du Plateau, rue des Alouettes;croisement;40956;2.3855458;48.8779302
75012;53155;Rue de la Brèche aux Loups, rue de la Durance;croisement;41033;2.394425;48.8378649
75005;53494;Rue Clovis, rue Descartes;croisement;40921;2.3490982;48.846162
75015;53603;Esplanade Max Guedj, rue Balard;croisement;41124;2.2779349;48.8407878
75003;54318;Rue Perrée, rue Eugène Spuller;croisement;41089;2.3618135;48.8643759
75018;54506;Avenue de Saint-Ouen, rue de la Jonquière;croisement;41152;2.3274236;48.8930061
75020;54884;Rue de Ménilmontant, rue Henri Chevreau;croisement;41082;2.3896284;48.8686637
75017;55563;Avenue de Clichy, passage Petit Cerf;croisement;40921;2.3160172;48.8929794
75017;56039;Place de Wagram, boulevard Malesherbes;croisement;40956;2.3047399;48.8873793
75007;56623;Rue de Grenelle, rue de Talleyrand;croisement;41054;2.3151708;48.8579335
75019;56891;Avenue Jean Jaurès, sente des Dorées;croisement;41040;2.39313405;48.8887566
75020;58888;Avenue de la Porte de Bagnolet, avenue Cartellier, avenue Ibsen;croisement;41201;2.4121044;48.8647574
75008;58978;Rue la Boétie, rue d'Artois;croisement;41173;2.3090607;48.8721542
75007;60800;Boulevard des Invalides, rue de Varenne;croisement;41103;2.3150233;48.856168
75014;60857;Rue Boulard, rue Daguerre;croisement;40898;2.3291381;48.8341217
75019;62302;Rue Petit, rue Georges Auric;croisement;40928;2.3850833;48.8853231
75013;62732;Boulevard de l'Hôpital, rue Pinel;croisement;41103;2.3577985;48.8345661
75006;64111;Rue Monsieur Le Prince, rue Racine;croisement;40956;2.3399882;48.8499448
75016;64215;Avenue Foch, avenue de Malakoff;croisement;41166;2.2844361;48.8731614
75003;64258;Rue Vaucanson, rue du Vertbois;croisement;41047;2.3568082;48.8672969
75013;64594;Avenue de Choisy, rue Baudricourt;croisement;41061;2.3618793;48.8236767
75015;65530;Rue Falguière, rue Bargue;croisement;40898;2.3106522;48.8370855
75007;65614;Rue Masseran, rue Eblé;croisement;41173;2.3138458;48.8491315
75004;66378;Rue des Rosiers, rue Vieille du Temple;croisement;40977;2.3578608;48.8579012
75004;66461;Quai des Célestins, pont Marie;croisement;41096;2.3578164;48.8533327
75017;66817;Boulevard Berthier, rue Albert Roussel;croisement;41726;2.3062501;48.8912578
75001;67140;Rue de Rivoli, rue de Marengo;croisement;41068;2.33912686666667;48.8614866666667
75020;67483;Rue Reynaldo Hahn, rue Paganini;croisement;41222;2.4118841;48.8513016
75018;67972;Rue Myrha, rue Affre;croisement;41292;2.3554522;48.8872771
75013;68021;Boulevard Auguste Blanqui, rue Corvisart;croisement;40898;2.3494316;48.8296927
75008;68828;Avenue de Friedland, rue du Faubourg Saint-Honoré;croisement;41096;2.3053835;48.8749612
75005;69567;Place Saint-Michel, pont Saint-Michel;croisement;41362;2.3442925;48.8537909
75017;70446;Avenue de Clichy, rue Brochant;croisement;41026;2.3201848;48.8905967
75014;70540;Rue d'Alésia, villa d'Alésia;croisement;41215;2.3242922;48.82872
75015;71637;Rond-point du pont Mirabeau, quai André Citroën;croisement;40998;2.27718388;48.8461241
75008;72520;Rue d'Amsterdam, rue de Londres;croisement;41082;2.3269497;48.8778593
75002;72782;Rue des Petits Champs, rue Sainte-Anne;croisement;41792;2.3358764;48.8669887
75002;72870;Rue Radziwill, rue des Petits Champs;croisement;40977;2.3396537;48.8661063
75010;72971;Boulevard de Magenta, rue de Nancy;croisement;41187;2.3597928;48.87202695
75005;73849;Rue Saint-Julien le Pauvre, rue Galande;croisement;41054;2.3466045;48.8520836
75006;74824;Rue des Saints-Pères, rue Perronet;croisement;41054;2.3307623;48.8551102
75010;75111;Boulevard de la Villette, rue La Fayette;croisement;41124;2.3698584;48.8826727
75019;75378;Rue Compans, rue Henri Ribière;croisement;40956;2.3949151;48.8761542
75010;75399;Rue du Faubourg Saint-Denis, rue Cail;croisement;41054;2.3590344;48.8828527
75012;75510;Rue Montgallet, rue de Reuilly;croisement;40921;2.3899385;48.8445084
75020;76059;Rue de Ménilmontant, rue Hélène Jakubowicz;croisement;41089;2.3972144;48.8702161
75018;76356;Avenue de la Porte des Poissonniers, rue du Professeur Gosset;croisement;41173;2.3519722;48.9014381
75005;76722;Rue Monge, rue Larrey;croisement;40949;2.3521901;48.843004
75008;77583;Place de la Madeleine, rue Royale;croisement;41082;2.3238947;48.8692559
75008;77702;Rue de Courcelles, boulevard de Courcelles;croisement;41446;2.3031146;48.8791465
75014;77797;Avenue Marc Sangnier, rue Wilfrid Laurier;croisement;41208;2.3062598;48.8262605
75002;78022;Rue Réaumur, rue des Petits Carreaux;croisement;41292;2.3473075;48.8673701
75013;78185;Boulevard de l'Hôpital, rue Jeanne d'Arc;croisement;41103;2.3592953;48.8365766
75007;78263;Quai Anatole France, rue de la Légion d'Honneur;croisement;41033;2.3253111;48.860779
75005;78605;Rue Jussieu, rue Cuvier;croisement;40898;2.3569847;48.8448283
75008;78928;Avenue Hoche, rue du Faubourg Saint-Honoré;croisement;41096;2.3017001;48.8765534
75011;79048;Boulevard Voltaire, rue Léon Frot;croisement;41103;2.38856365;48.8528012
75010;79289;Rue d'Alsace, rue des deux Gares;croisement;41068;2.358432;48.878365
75016;79782;Place du Maréchal de Lattre de Tassigny, route de Suresnes;croisement;41180;2.2741206;48.87154325
75001;79901;Rue de Rivoli, rue de Castiglione;croisement;41054;2.32728386666667;48.8653278666667
75004;79965;Boulevard Bourdon, boulevard Morland;croisement;40917;2.365659825;48.84745505
75017;80383;Place Saint-Ferdinand, rue Brunel;croisement;41026;2.2880972;48.8779639
75009;81258;Rue de Châteaudun, rue Taitbout;croisement;41425;2.3353568;48.876175
75013;82224;Rue de la Colonie, rue de la Fontaine à Mulard;croisement;40898;2.3502341;48.8239425
75014;83358;Rue d'Alésia, rue Didot;croisement;41180;2.3192594;48.8305307
75007;84190;Rue de Sèvres, rue Vaneau;croisement;41481;2.3205421;48.8484202
75011;84274;Rue Popincourt, rue de la Roquette;croisement;40991;2.3778584;48.8567821
75009;84772;Rue du Faubourg Poissonnière, rue Richer;croisement;40942;2.3479115;48.8740226
75003;84809;Rue des Archives, rue Rambuteau;croisement;40921;2.3568796;48.8600747
75003;84854;Rue de Turbigo, rue du Temple;croisement;41026;2.36193235;48.8668075
75007;85482;Avenue de Ségur, avenue de Suffren;croisement;41005;2.3061508;48.8478999
75010;86066;Rue du Faubourg Saint-Denis, rue Demarquay;croisement;41327;2.3581003;48.8812671
75008;86086;Boulevard Malesherbes, rue de Lisbonne;croisement;41033;2.3163071;48.8777831
75007;86183;Rue Saint-Dominique, rue Amélie;croisement;41229;2.307343;48.8596471
75006;86313;Quai Malaquais, rue Bonaparte;croisement;40898;2.3353448;48.8577271
75006;86611;Rue de Vaugirard, rue d'Assas;croisement;40921;2.3295628;48.8478164
75003;86717;Boulevard Beaumarchais, rue des Arquebusiers;croisement;41166;2.367673;48.8592518
75016;87034;Allée de Longchamp, route de Sèvres à Neuilly;croisement;41488;2.239884;48.8637152
75011;87044;Place de la Nation, rue du Faubourg Saint-Antoine;croisement;41019;2.394822675;48.84854055
75011;88238;Avenue Parmentier, rue Saint-Ambroise;croisement;41432;2.3769823;48.8619987
75020;88798;Rue d'Avron, rue Tolain;croisement;41362;2.4040265;48.8523258
75011;88838;Place de la Bastille, rue de la Roquette;croisement;41061;2.3696736;48.8532033
75018;88886;Rond-point de la Chapelle, rue Raymond Queneau;croisement;41103;2.3596693;48.8953347
75016;89165;Place de la Porte de Saint-Cloud, avenue de Versailles;croisement;41201;2.257574;48.8379851
75002;89516;Boulevard des Italiens, rue Le Peletier, rue Favart;croisement;41012;2.3380623;48.8716411
75017;91182;Avenue de la Grande Armée, rue d'Argentine;croisement;41082;2.29041255;48.87514995
75008;91357;Place de la Madeleine, rue Tronchet;croisement;41019;2.32503595;48.87082835
75017;92088;Avenue de la Porte de Saint-Ouen, boulevard Ney;croisement;41166;2.3289669;48.8977437
75002;93299;Rue du Louvre, rue Montmartre;croisement;41159;2.3439549;48.8673275
75009;95588;Boulevard Poissonnière, rue du Faubourg Montmartre;croisement;40977;2.3430679;48.871489
75016;95629;Place du Costa Rica, rue de Passy, rue Benjamin Franklin;croisement;40942;2.2845608;48.8585236
75002;96475;Rue Vivienne, boulevard Montmartre;croisement;41082;2.3416094;48.871724
75015;96500;Boulevard Pasteur, rue de l'Armorique;croisement;40928;2.3148577;48.8403066
75005;96546;Rue Monge, rue Censier;croisement;40963;2.3513507;48.8398269666667
75012;97975;Boulevard Soult, avenue de Saint-Mandé;croisement;41229;2.41016536;48.84426486
75010;98051;Place de la République, rue du Faubourg du Temple;croisement;41208;2.3643364;48.8677606
75006;98526;Rue du Vieux Colombier, rue Bonaparte;croisement;40898;2.3328947;48.8512993
75008;98601;Boulevard Haussmann, rue du Havre;croisement;41054;2.32702995;48.8737665
75020;98765;Boulevard Davout, rue Paganini;croisement;41250;2.41116403333333;48.8513146
75001;99000;Quai François Mitterrand, Pont du Carrousel;croisement;41334;2.3333523;48.8601121
75004;29297B;Place de l'Hôtel de Ville, avenue Victoria;croisement;03/02/12;2.3510829;48.8567676
75015;45963B;Place Raoul Dautry, boulevard de Vaugirard, rue de l'Arrivée;croisement;20/04/12;2.3199362;48.8418633
75005;67726B;Place du Puits de L'Ermite, rue de Quatrefages;croisement;21/12/11;2.3544919;48.8423958
75012;97975A;Boulevard Soult, avenue Courteline;croisement;16/11/12;2.4104617;48.8442716
